sku,month_number,seasonal_factor,status,trained_before
010300004_,12,1.5675167479643335,estimated_from_past,2026-09-01
010300005_,1,1.0381315053042315,estimated_from_past,2026-09-01
010300005_,2,0.6519964259223312,estimated_from_past,2026-09-01
010300005_,3,0.5361916501219649,estimated_from_past,2026-09-01
010300005_,4,0.45258790547409505,estimated_from_past,2026-09-01
010300005_,5,1.457220631823571,estimated_from_past,2026-09-01
010300005_,6,0.5360974125278039,estimated_from_past,2026-09-01
010300005_,7,0.5888063722399883,estimated_from_past,2026-09-01
010300005_,8,1.0451122822649823,estimated_from_past,2026-09-01
010300005_,9,0.9206313558180997,estimated_from_past,2026-09-01
010300005_,10,0.8679668380090612,estimated_from_past,2026-09-01
010300005_,11,1.4990464336131573,estimated_from_past,2026-09-01
010300005_,12,2.4062111868807126,estimated_from_past,2026-09-01
010300006_,1,0.7101906038504614,estimated_from_past,2026-09-01
010300006_,2,0.6010067460830698,estimated_from_past,2026-09-01
010300006_,3,1.1481177193859322,estimated_from_past,2026-09-01
010300006_,4,1.36822544477699,estimated_from_past,2026-09-01
010300006_,5,0.5727829250107104,estimated_from_past,2026-09-01
010300006_,6,1.0221013728906754,estimated_from_past,2026-09-01
010300006_,7,1.1748917087414972,estimated_from_past,2026-09-01
010300006_,8,1.0633890222574847,estimated_from_past,2026-09-01
010300006_,9,1.2000327735270524,estimated_from_past,2026-09-01
010300006_,10,1.320757028955093,estimated_from_past,2026-09-01
010300006_,11,1.164361377926964,estimated_from_past,2026-09-01
010300006_,12,0.6541432765940703,estimated_from_past,2026-09-01
010300007_,1,0.9022164071373945,estimated_from_past,2026-09-01
010300007_,2,0.7886006529250108,estimated_from_past,2026-09-01
010300007_,3,1.0911858912962842,estimated_from_past,2026-09-01
010300007_,4,1.0537495907300176,estimated_from_past,2026-09-01
010300007_,5,0.9270513903431882,estimated_from_past,2026-09-01
010300007_,6,1.036906004605763,estimated_from_past,2026-09-01
010300007_,7,0.8342387886621152,estimated_from_past,2026-09-01
010300007_,8,1.7834945679510201,estimated_from_past,2026-09-01
010300007_,9,1.0049055638706146,estimated_from_past,2026-09-01
010300007_,10,0.8576157608964955,estimated_from_past,2026-09-01
010300007_,11,0.9568387565674069,estimated_from_past,2026-09-01
010300007_,12,0.7631966250146891,estimated_from_past,2026-09-01
010300008_,1,0.697100238895584,estimated_from_past,2026-09-01
010300008_,2,1.0921168088556528,estimated_from_past,2026-09-01
010300008_,3,0.9958578979756373,estimated_from_past,2026-09-01
010300008_,4,0.8155457683122542,estimated_from_past,2026-09-01
010300008_,5,0.7740693333883704,estimated_from_past,2026-09-01
010300008_,6,1.3203847573290721,estimated_from_past,2026-09-01
010300008_,7,0.8905927920254842,estimated_from_past,2026-09-01
010300008_,8,1.1758089600759019,estimated_from_past,2026-09-01
010300008_,9,1.3188698768373177,estimated_from_past,2026-09-01
010300008_,10,1.1357868082421607,estimated_from_past,2026-09-01
010300008_,11,0.7350000126576082,estimated_from_past,2026-09-01
010300008_,12,1.048866745404957,estimated_from_past,2026-09-01
010300009_,1,0.5926711083226929,estimated_from_past,2026-09-01
010300009_,2,0.6966479756197516,estimated_from_past,2026-09-01
010300009_,3,0.863434585412656,estimated_from_past,2026-09-01
010300009_,4,0.7521113577323429,estimated_from_past,2026-09-01
010300009_,5,1.0082864673384022,estimated_from_past,2026-09-01
010300009_,6,0.8130737369219336,estimated_from_past,2026-09-01
010300009_,7,1.2827757609602781,estimated_from_past,2026-09-01
010300009_,8,1.0059032686389937,estimated_from_past,2026-09-01
010300009_,9,0.7043117988148245,estimated_from_past,2026-09-01
010300009_,10,1.3818805233057612,estimated_from_past,2026-09-01
010300009_,11,1.8536923375290104,estimated_from_past,2026-09-01
010300009_,12,1.0452110794033536,estimated_from_past,2026-09-01
010300010_,1,0.9542095590548012,estimated_from_past,2026-09-01
010300010_,2,0.8108759346465559,estimated_from_past,2026-09-01
010300010_,3,0.9500881481436202,estimated_from_past,2026-09-01
010300010_,4,1.566884279304495,estimated_from_past,2026-09-01
010300010_,5,0.46712270579845333,estimated_from_past,2026-09-01
010300010_,6,1.0302730912091769,estimated_from_past,2026-09-01
010300010_,7,0.7221640969251076,estimated_from_past,2026-09-01
010300010_,8,1.0902785249958329,estimated_from_past,2026-09-01
010300010_,9,0.8327292934832896,estimated_from_past,2026-09-01
010300010_,10,0.8437329847528987,estimated_from_past,2026-09-01
010300010_,11,1.697510387327785,estimated_from_past,2026-09-01
010300010_,12,1.0341309943579833,estimated_from_past,2026-09-01
010300011_,1,0.7383318172272663,estimated_from_past,2026-09-01
010300011_,2,0.914960310204583,estimated_from_past,2026-09-01
010300011_,3,1.0623975509172838,estimated_from_past,2026-09-01
010300011_,4,0.7371674508993273,estimated_from_past,2026-09-01
010300011_,5,1.0560857191308974,estimated_from_past,2026-09-01
010300011_,6,0.6983057235515282,estimated_from_past,2026-09-01
010300011_,7,0.6436400564616043,estimated_from_past,2026-09-01
010300011_,8,0.9695308343386196,estimated_from_past,2026-09-01
010300011_,9,0.8290626335177212,estimated_from_past,2026-09-01
010300011_,10,2.5945722107288947,estimated_from_past,2026-09-01
010300011_,11,0.9371507389859632,estimated_from_past,2026-09-01
010300011_,12,0.8187949540363113,estimated_from_past,2026-09-01
010300012_,1,1.0,insufficient_history,2026-09-01
010300012_,2,1.0,insufficient_history,2026-09-01
010300012_,3,1.0,insufficient_history,2026-09-01
010300012_,4,1.0,insufficient_history,2026-09-01
010300012_,5,1.0,insufficient_history,2026-09-01
010300012_,6,1.0,insufficient_history,2026-09-01
010300012_,7,1.0,insufficient_history,2026-09-01
010300012_,8,1.0,insufficient_history,2026-09-01
010300012_,9,1.0,insufficient_history,2026-09-01
010300012_,10,1.0,insufficient_history,2026-09-01
010300012_,11,1.0,insufficient_history,2026-09-01
010300012_,12,1.0,insufficient_history,2026-09-01
010300013_,1,0.7788348623853613,estimated_from_past,2026-09-01
010300013_,2,0.646428031987745,estimated_from_past,2026-09-01
010300013_,3,1.0558187039682667,estimated_from_past,2026-09-01
010300013_,4,1.1864351318505812,estimated_from_past,2026-09-01
010300013_,5,1.1809287304062326,estimated_from_past,2026-09-01
010300013_,6,0.8512634172900558,estimated_from_past,2026-09-01
010300013_,7,1.4433078931758423,estimated_from_past,2026-09-01
010300013_,8,0.9047573429956612,estimated_from_past,2026-09-01
010300013_,9,0.7069952874988519,estimated_from_past,2026-09-01
010300013_,10,1.0710375660366735,estimated_from_past,2026-09-01
010300013_,11,1.273651926069786,estimated_from_past,2026-09-01
010300013_,12,0.9005411063349427,estimated_from_past,2026-09-01
010300014_,1,0.6770116128909771,estimated_from_past,2026-09-01
010300014_,2,1.7282618127096763,estimated_from_past,2026-09-01
010300014_,3,0.8726951827426631,estimated_from_past,2026-09-01
010300014_,4,0.678867723101241,estimated_from_past,2026-09-01
010300014_,5,1.2838369143662691,estimated_from_past,2026-09-01
010300014_,6,0.7778322784677266,estimated_from_past,2026-09-01
010300014_,7,0.7660603822255527,estimated_from_past,2026-09-01
010300014_,8,0.8657859195219878,estimated_from_past,2026-09-01
010300014_,9,0.8553832555443366,estimated_from_past,2026-09-01
010300014_,10,0.978067551932663,estimated_from_past,2026-09-01
010300014_,11,1.373969021170367,estimated_from_past,2026-09-01
010300014_,12,1.1422283453265414,estimated_from_past,2026-09-01
010300015_,1,1.0380984630792278,estimated_from_past,2026-09-01
010300015_,2,0.9552936452157399,estimated_from_past,2026-09-01
010300015_,3,1.0770638505271504,estimated_from_past,2026-09-01
010300015_,4,0.8078180027564071,estimated_from_past,2026-09-01
010300015_,5,1.0786872890792416,estimated_from_past,2026-09-01
010300015_,6,1.030284324556458,estimated_from_past,2026-09-01
010300015_,7,0.8524589164146011,estimated_from_past,2026-09-01
010300015_,8,1.150028192118549,estimated_from_past,2026-09-01
010300015_,9,1.0530456356979634,estimated_from_past,2026-09-01
010300015_,10,1.1126654703460925,estimated_from_past,2026-09-01
010300015_,11,0.8815300008357703,estimated_from_past,2026-09-01
010300015_,12,0.9630262093727988,estimated_from_past,2026-09-01
010300016_,1,0.9799640948331396,estimated_from_past,2026-09-01
010300016_,2,0.9982921063955429,estimated_from_past,2026-09-01
010300016_,3,0.9425138544549505,estimated_from_past,2026-09-01
010300016_,4,1.0574907314093838,estimated_from_past,2026-09-01
010300016_,5,0.9427752365825939,estimated_from_past,2026-09-01
010300016_,6,1.1554721650387176,estimated_from_past,2026-09-01
010300016_,7,1.2030460384061554,estimated_from_past,2026-09-01
010300016_,8,0.8735758867335502,estimated_from_past,2026-09-01
010300016_,9,0.9090985227643352,estimated_from_past,2026-09-01
010300016_,10,0.9485992744390027,estimated_from_past,2026-09-01
010300016_,11,1.0230092255731293,estimated_from_past,2026-09-01
010300016_,12,0.9661628633694982,estimated_from_past,2026-09-01
010300017_,1,0.8971302931698732,estimated_from_past,2026-09-01
010300017_,2,1.096725006796217,estimated_from_past,2026-09-01
010300017_,3,0.8832498475356864,estimated_from_past,2026-09-01
010300017_,4,1.9995977568513195,estimated_from_past,2026-09-01
010300017_,5,0.6884870218443045,estimated_from_past,2026-09-01
010300017_,6,1.0758893593899255,estimated_from_past,2026-09-01
010300017_,7,0.740144216569728,estimated_from_past,2026-09-01
010300017_,8,0.9111487438495836,estimated_from_past,2026-09-01
010300017_,9,0.8854728375366071,estimated_from_past,2026-09-01
010300017_,10,1.0904858327631872,estimated_from_past,2026-09-01
010300017_,11,0.771980652037665,estimated_from_past,2026-09-01
010300017_,12,0.9596884316559025,estimated_from_past,2026-09-01
010300018_,1,0.9515231149756488,estimated_from_past,2026-09-01
010300018_,2,1.403307078491848,estimated_from_past,2026-09-01
010300018_,3,0.7577357597719042,estimated_from_past,2026-09-01
010300018_,4,1.4014051260838791,estimated_from_past,2026-09-01
010300018_,5,1.0816626223526213,estimated_from_past,2026-09-01
010300018_,6,0.770010639376831,estimated_from_past,2026-09-01
010300018_,7,0.6796637829146073,estimated_from_past,2026-09-01
010300018_,8,0.8936983322895701,estimated_from_past,2026-09-01
010300018_,9,1.0585637351016086,estimated_from_past,2026-09-01
010300018_,10,1.1718215391179914,estimated_from_past,2026-09-01
010300018_,11,0.9205581727287799,estimated_from_past,2026-09-01
010300018_,12,0.9100500967947109,estimated_from_past,2026-09-01
010300019_,1,1.0,insufficient_history,2026-09-01
010300019_,2,1.0,insufficient_history,2026-09-01
010300019_,3,1.0,insufficient_history,2026-09-01
010300019_,4,1.0,insufficient_history,2026-09-01
010300019_,5,1.0,insufficient_history,2026-09-01
010300019_,6,1.0,insufficient_history,2026-09-01
010300019_,7,1.0,insufficient_history,2026-09-01
010300019_,8,1.0,insufficient_history,2026-09-01
010300019_,9,1.0,insufficient_history,2026-09-01
010300019_,10,1.0,insufficient_history,2026-09-01
010300019_,11,1.0,insufficient_history,2026-09-01
010300019_,12,1.0,insufficient_history,2026-09-01
010300020_,1,1.2361883189886222,estimated_from_past,2026-09-01
010300020_,2,0.7243190377790574,estimated_from_past,2026-09-01
010300020_,3,0.9555769343079904,estimated_from_past,2026-09-01
010300020_,4,1.270592199042749,estimated_from_past,2026-09-01
010300020_,5,1.308348962654561,estimated_from_past,2026-09-01
010300020_,6,0.6972123850754707,estimated_from_past,2026-09-01
010300020_,7,1.686103601623022,estimated_from_past,2026-09-01
010300020_,8,0.7483617355522972,estimated_from_past,2026-09-01
010300020_,9,0.701624531909853,estimated_from_past,2026-09-01
010300020_,10,0.8735195767165981,estimated_from_past,2026-09-01
010300020_,11,0.814000568736207,estimated_from_past,2026-09-01
010300020_,12,0.984152147613572,estimated_from_past,2026-09-01
010300021_,1,0.6129170634530398,estimated_from_past,2026-09-01
010300021_,2,0.8642647277976301,estimated_from_past,2026-09-01
010300021_,3,0.6807609325069194,estimated_from_past,2026-09-01
010300021_,4,1.3769927270144302,estimated_from_past,2026-09-01
010300021_,5,1.3995101306514122,estimated_from_past,2026-09-01
010300021_,6,0.7429326957659237,estimated_from_past,2026-09-01
010300021_,7,1.372455217231053,estimated_from_past,2026-09-01
010300021_,8,0.7505033085477737,estimated_from_past,2026-09-01
010300021_,9,1.212032173178786,estimated_from_past,2026-09-01
010300021_,10,0.808022683925278,estimated_from_past,2026-09-01
010300021_,11,0.6084294916447038,estimated_from_past,2026-09-01
010300021_,12,1.5711788482830484,estimated_from_past,2026-09-01
010300023_,1,0.9174340755784836,estimated_from_past,2026-09-01
010300023_,2,0.8660953383482071,estimated_from_past,2026-09-01
010300023_,3,0.906481558755982,estimated_from_past,2026-09-01
010300023_,4,0.9489430783974228,estimated_from_past,2026-09-01
010300023_,5,1.0541762636844785,estimated_from_past,2026-09-01
010300023_,6,0.7802793121739517,estimated_from_past,2026-09-01
010300023_,7,1.2044454121630654,estimated_from_past,2026-09-01
010300023_,8,1.5025779099409011,estimated_from_past,2026-09-01
010300023_,9,1.562078507579517,estimated_from_past,2026-09-01
010300023_,10,0.7882443405216699,estimated_from_past,2026-09-01
010300023_,11,0.6797010290429872,estimated_from_past,2026-09-01
010300023_,12,0.7895431738133344,estimated_from_past,2026-09-01
010300024_,1,1.0,insufficient_history,2026-09-01
010300024_,2,1.0,insufficient_history,2026-09-01
010300024_,3,1.0,insufficient_history,2026-09-01
010300024_,4,1.0,insufficient_history,2026-09-01
010300024_,5,1.0,insufficient_history,2026-09-01
010300024_,6,1.0,insufficient_history,2026-09-01
010300024_,7,1.0,insufficient_history,2026-09-01
010300024_,8,1.0,insufficient_history,2026-09-01
010300024_,9,1.0,insufficient_history,2026-09-01
010300024_,10,1.0,insufficient_history,2026-09-01
010300024_,11,1.0,insufficient_history,2026-09-01
010300024_,12,1.0,insufficient_history,2026-09-01
010300052_,1,1.0,insufficient_history,2026-09-01
010300052_,2,1.0,insufficient_history,2026-09-01
010300052_,3,1.0,insufficient_history,2026-09-01
010300052_,4,1.0,insufficient_history,2026-09-01
010300052_,5,1.0,insufficient_history,2026-09-01
010300052_,6,1.0,insufficient_history,2026-09-01
010300052_,7,1.0,insufficient_history,2026-09-01
010300052_,8,1.0,insufficient_history,2026-09-01
010300052_,9,1.0,insufficient_history,2026-09-01
010300052_,10,1.0,insufficient_history,2026-09-01
010300052_,11,1.0,insufficient_history,2026-09-01
010300052_,12,1.0,insufficient_history,2026-09-01
010300053_,1,0.785048505388714,estimated_from_past,2026-09-01
010300053_,2,0.8171913407912138,estimated_from_past,2026-09-01
010300053_,3,0.7615565863977868,estimated_from_past,2026-09-01
010300053_,4,0.9012441806883914,estimated_from_past,2026-09-01
010300053_,5,0.8464770795927921,estimated_from_past,2026-09-01
010300053_,6,0.7988723130619911,estimated_from_past,2026-09-01
010300053_,7,1.5782603854293331,estimated_from_past,2026-09-01
010300053_,8,0.9841940939128007,estimated_from_past,2026-09-01
010300053_,9,1.0466060532506247,estimated_from_past,2026-09-01
010300053_,10,1.1941946739563891,estimated_from_past,2026-09-01
010300053_,11,1.3056794818750606,estimated_from_past,2026-09-01
010300053_,12,0.9806753056549014,estimated_from_past,2026-09-01
010300057_,1,0.8806095836845906,estimated_from_past,2026-09-01
010300057_,2,0.9482710968411432,estimated_from_past,2026-09-01
010300057_,3,1.0210471446272114,estimated_from_past,2026-09-01
010300057_,4,0.9645229701946706,estimated_from_past,2026-09-01
010300057_,5,1.2215084556446392,estimated_from_past,2026-09-01
010300057_,6,0.7918234497558571,estimated_from_past,2026-09-01
010300057_,7,1.3040586941496197,estimated_from_past,2026-09-01
010300057_,8,0.8867246175037845,estimated_from_past,2026-09-01
010300057_,9,1.0841733819087016,estimated_from_past,2026-09-01
010300057_,10,0.8586544437596254,estimated_from_past,2026-09-01
010300057_,11,1.0178011637527673,estimated_from_past,2026-09-01
010300057_,12,1.0208049981773881,estimated_from_past,2026-09-01
010300066_,1,1.0,insufficient_history,2026-09-01
010300066_,2,1.0,insufficient_history,2026-09-01
010300066_,3,1.0,insufficient_history,2026-09-01
010300066_,4,1.0,insufficient_history,2026-09-01
010300066_,5,1.0,insufficient_history,2026-09-01
010300066_,6,1.0,insufficient_history,2026-09-01
010300066_,7,1.0,insufficient_history,2026-09-01
010300066_,8,1.0,insufficient_history,2026-09-01
010300066_,9,1.0,insufficient_history,2026-09-01
010300066_,10,1.0,insufficient_history,2026-09-01
010300066_,11,1.0,insufficient_history,2026-09-01
010300066_,12,1.0,insufficient_history,2026-09-01
010300068_,1,1.0,insufficient_history,2026-09-01
010300068_,2,1.0,insufficient_history,2026-09-01
010300068_,3,1.0,insufficient_history,2026-09-01
010300068_,4,1.0,insufficient_history,2026-09-01
010300068_,5,1.0,insufficient_history,2026-09-01
010300068_,6,1.0,insufficient_history,2026-09-01
010300068_,7,1.0,insufficient_history,2026-09-01
010300068_,8,1.0,insufficient_history,2026-09-01
010300068_,9,1.0,insufficient_history,2026-09-01
010300068_,10,1.0,insufficient_history,2026-09-01
010300068_,11,1.0,insufficient_history,2026-09-01
010300068_,12,1.0,insufficient_history,2026-09-01
010300069_,1,1.0,insufficient_history,2026-09-01
010300069_,2,1.0,insufficient_history,2026-09-01
010300069_,3,1.0,insufficient_history,2026-09-01
010300069_,4,1.0,insufficient_history,2026-09-01
010300069_,5,1.0,insufficient_history,2026-09-01
010300069_,6,1.0,insufficient_history,2026-09-01
010300069_,7,1.0,insufficient_history,2026-09-01
010300069_,8,1.0,insufficient_history,2026-09-01
010300069_,9,1.0,insufficient_history,2026-09-01
010300069_,10,1.0,insufficient_history,2026-09-01
010300069_,11,1.0,insufficient_history,2026-09-01
010300069_,12,1.0,insufficient_history,2026-09-01
010300074_,1,0.6581460765165261,estimated_from_past,2026-09-01
010300074_,2,1.3726910230991467,estimated_from_past,2026-09-01
010300074_,3,1.2430407150564151,estimated_from_past,2026-09-01
010300074_,4,0.6276479571469685,estimated_from_past,2026-09-01
010300074_,5,0.8008708855857877,estimated_from_past,2026-09-01
010300074_,6,1.0421580608458398,estimated_from_past,2026-09-01
010300074_,7,1.0537154201836572,estimated_from_past,2026-09-01
010300074_,8,1.0115703898456327,estimated_from_past,2026-09-01
010300074_,9,1.4127849018730712,estimated_from_past,2026-09-01
010300074_,10,0.5703738010626689,estimated_from_past,2026-09-01
010300074_,11,1.3907589436127714,estimated_from_past,2026-09-01
010300074_,12,0.8162418251715132,estimated_from_past,2026-09-01
010300075_,1,0.9060363158152378,estimated_from_past,2026-09-01
010300075_,2,0.8285282722469391,estimated_from_past,2026-09-01
010300075_,3,0.8569295195708376,estimated_from_past,2026-09-01
010300075_,4,0.7910862734294374,estimated_from_past,2026-09-01
010300075_,5,0.9505792098201353,estimated_from_past,2026-09-01
010300075_,6,0.832877946127031,estimated_from_past,2026-09-01
010300075_,7,1.0869044918535848,estimated_from_past,2026-09-01
010300075_,8,1.2712904198681205,estimated_from_past,2026-09-01
010300075_,9,1.1244256055512436,estimated_from_past,2026-09-01
010300075_,10,0.9781286013368086,estimated_from_past,2026-09-01
010300075_,11,1.122393663284102,estimated_from_past,2026-09-01
010300075_,12,1.2508196810965226,estimated_from_past,2026-09-01
010300094_,1,1.0,insufficient_history,2026-09-01
010300094_,2,1.0,insufficient_history,2026-09-01
010300094_,3,1.0,insufficient_history,2026-09-01
010300094_,4,1.0,insufficient_history,2026-09-01
010300094_,5,1.0,insufficient_history,2026-09-01
010300094_,6,1.0,insufficient_history,2026-09-01
010300094_,7,1.0,insufficient_history,2026-09-01
010300094_,8,1.0,insufficient_history,2026-09-01
010300094_,9,1.0,insufficient_history,2026-09-01
010300094_,10,1.0,insufficient_history,2026-09-01
010300094_,11,1.0,insufficient_history,2026-09-01
010300094_,12,1.0,insufficient_history,2026-09-01
010300095_,1,1.0,insufficient_history,2026-09-01
010300095_,2,1.0,insufficient_history,2026-09-01
010300095_,3,1.0,insufficient_history,2026-09-01
010300095_,4,1.0,insufficient_history,2026-09-01
010300095_,5,1.0,insufficient_history,2026-09-01
010300095_,6,1.0,insufficient_history,2026-09-01
010300095_,7,1.0,insufficient_history,2026-09-01
010300095_,8,1.0,insufficient_history,2026-09-01
010300095_,9,1.0,insufficient_history,2026-09-01
010300095_,10,1.0,insufficient_history,2026-09-01
010300095_,11,1.0,insufficient_history,2026-09-01
010300095_,12,1.0,insufficient_history,2026-09-01
010300096_,1,1.0,insufficient_history,2026-09-01
010300096_,2,1.0,insufficient_history,2026-09-01
010300096_,3,1.0,insufficient_history,2026-09-01
010300096_,4,1.0,insufficient_history,2026-09-01
010300096_,5,1.0,insufficient_history,2026-09-01
010300096_,6,1.0,insufficient_history,2026-09-01
010300096_,7,1.0,insufficient_history,2026-09-01
010300096_,8,1.0,insufficient_history,2026-09-01
010300096_,9,1.0,insufficient_history,2026-09-01
010300096_,10,1.0,insufficient_history,2026-09-01
010300096_,11,1.0,insufficient_history,2026-09-01
010300096_,12,1.0,insufficient_history,2026-09-01
010300103_,1,1.0,insufficient_history,2026-09-01
010300103_,2,1.0,insufficient_history,2026-09-01
010300103_,3,1.0,insufficient_history,2026-09-01
010300103_,4,1.0,insufficient_history,2026-09-01
010300103_,5,1.0,insufficient_history,2026-09-01
010300103_,6,1.0,insufficient_history,2026-09-01
010300103_,7,1.0,insufficient_history,2026-09-01
010300103_,8,1.0,insufficient_history,2026-09-01
010300103_,9,1.0,insufficient_history,2026-09-01
010300103_,10,1.0,insufficient_history,2026-09-01
010300103_,11,1.0,insufficient_history,2026-09-01
010300103_,12,1.0,insufficient_history,2026-09-01
010300108_,1,1.0,insufficient_history,2026-09-01
010300108_,2,1.0,insufficient_history,2026-09-01
010300108_,3,1.0,insufficient_history,2026-09-01
010300108_,4,1.0,insufficient_history,2026-09-01
010300108_,5,1.0,insufficient_history,2026-09-01
010300108_,6,1.0,insufficient_history,2026-09-01
010300108_,7,1.0,insufficient_history,2026-09-01
010300108_,8,1.0,insufficient_history,2026-09-01
010300108_,9,1.0,insufficient_history,2026-09-01
010300108_,10,1.0,insufficient_history,2026-09-01
010300108_,11,1.0,insufficient_history,2026-09-01
010300108_,12,1.0,insufficient_history,2026-09-01
010300115_,1,1.0,insufficient_history,2026-09-01
010300115_,2,1.0,insufficient_history,2026-09-01
010300115_,3,1.0,insufficient_history,2026-09-01
010300115_,4,1.0,insufficient_history,2026-09-01
010300115_,5,1.0,insufficient_history,2026-09-01
010300115_,6,1.0,insufficient_history,2026-09-01
010300115_,7,1.0,insufficient_history,2026-09-01
010300115_,8,1.0,insufficient_history,2026-09-01
010300115_,9,1.0,insufficient_history,2026-09-01
010300115_,10,1.0,insufficient_history,2026-09-01
010300115_,11,1.0,insufficient_history,2026-09-01
010300115_,12,1.0,insufficient_history,2026-09-01
010300121_,1,0.8293753592478934,estimated_from_past,2026-09-01
010300121_,2,0.7961900569642676,estimated_from_past,2026-09-01
010300121_,3,0.7726676881876615,estimated_from_past,2026-09-01
010300121_,4,0.8892471915460055,estimated_from_past,2026-09-01
010300121_,5,0.8543850156054963,estimated_from_past,2026-09-01
010300121_,6,0.8393650407883999,estimated_from_past,2026-09-01
010300121_,7,1.3125093765866473,estimated_from_past,2026-09-01
010300121_,8,1.3208374800315024,estimated_from_past,2026-09-01
010300121_,9,0.8830647668308638,estimated_from_past,2026-09-01
010300121_,10,1.4796722932826796,estimated_from_past,2026-09-01
010300121_,11,0.9778772453276132,estimated_from_past,2026-09-01
010300121_,12,1.0448084856009692,estimated_from_past,2026-09-01
010300122_,1,1.0,insufficient_history,2026-09-01
010300122_,2,1.0,insufficient_history,2026-09-01
010300122_,3,1.0,insufficient_history,2026-09-01
010300122_,4,1.0,insufficient_history,2026-09-01
010300122_,5,1.0,insufficient_history,2026-09-01
010300122_,6,1.0,insufficient_history,2026-09-01
010300122_,7,1.0,insufficient_history,2026-09-01
010300122_,8,1.0,insufficient_history,2026-09-01
010300122_,9,1.0,insufficient_history,2026-09-01
010300122_,10,1.0,insufficient_history,2026-09-01
010300122_,11,1.0,insufficient_history,2026-09-01
010300122_,12,1.0,insufficient_history,2026-09-01
010300123_,1,1.0,insufficient_history,2026-09-01
010300123_,2,1.0,insufficient_history,2026-09-01
010300123_,3,1.0,insufficient_history,2026-09-01
010300123_,4,1.0,insufficient_history,2026-09-01
010300123_,5,1.0,insufficient_history,2026-09-01
010300123_,6,1.0,insufficient_history,2026-09-01
010300123_,7,1.0,insufficient_history,2026-09-01
010300123_,8,1.0,insufficient_history,2026-09-01
