product_code,product_name,unit,month,sales_qty,opening_stock_qty,sales_row_present,stock_row_present
010300006_,УЗО АД 12 (2ф) 50А IEK (4/32),шт,2026-02-01,41.0,397.0,True,True
010300006_,УЗО АД 12 (2ф) 50А IEK (4/32),шт,2026-03-01,212.0,337.0,True,True
010300006_,УЗО АД 12 (2ф) 50А IEK (4/32),шт,2026-04-01,1596.0,382.0,True,True
010300006_,УЗО АД 12 (2ф) 50А IEK (4/32),шт,2026-05-01,1.0,,True,True
010300006_,УЗО АД 12 (2ф) 50А IEK (4/32),шт,2026-06-01,191.0,163.0,True,True
010300006_,УЗО АД 12 (2ф) 50А IEK (4/32),шт,2026-07-01,68.0,201.0,True,True
010300006_,УЗО АД 12 (2ф) 50А IEK (4/32),шт,2026-08-01,89.0,362.0,True,True
010300006_,УЗО АД 12 (2ф) 50А IEK (4/32),шт,2026-09-01,-4.0,430.0,True,True
010300007_,УЗО АД 12 (2ф) 63А IEK (4/32),шт,2024-01-01,7.0,20.0,True,True
010300007_,УЗО АД 12 (2ф) 63А IEK (4/32),шт,2024-02-01,11.0,33.0,True,True
010300007_,УЗО АД 12 (2ф) 63А IEK (4/32),шт,2024-03-01,4.0,22.0,True,True
010300007_,УЗО АД 12 (2ф) 63А IEK (4/32),шт,2024-04-01,2.0,38.0,True,True
010300007_,УЗО АД 12 (2ф) 63А IEK (4/32),шт,2024-05-01,40.0,36.0,True,True
010300007_,УЗО АД 12 (2ф) 63А IEK (4/32),шт,2024-06-01,9.0,,True,True
010300007_,УЗО АД 12 (2ф) 63А IEK (4/32),шт,2024-07-01,14.0,25.0,True,True
010300007_,УЗО АД 12 (2ф) 63А IEK (4/32),шт,2024-08-01,25.0,11.0,True,True
010300007_,УЗО АД 12 (2ф) 63А IEK (4/32),шт,2024-09-01,7.0,6.0,True,True
010300007_,УЗО АД 12 (2ф) 63А IEK (4/32),шт,2024-10-01,14.0,39.0,True,True
010300007_,УЗО АД 12 (2ф) 63А IEK (4/32),шт,2024-11-01,20.0,37.0,True,True
010300007_,УЗО АД 12 (2ф) 63А IEK (4/32),шт,2024-12-01,6.0,17.0,True,True
010300007_,УЗО АД 12 (2ф) 63А IEK (4/32),шт,2025-01-01,11.0,48.0,True,True
010300007_,УЗО АД 12 (2ф) 63А IEK (4/32),шт,2025-02-01,8.0,39.0,True,True
010300007_,УЗО АД 12 (2ф) 63А IEK (4/32),шт,2025-03-01,21.0,31.0,True,True
010300007_,УЗО АД 12 (2ф) 63А IEK (4/32),шт,2025-04-01,21.0,20.0,True,True
010300007_,УЗО АД 12 (2ф) 63А IEK (4/32),шт,2025-05-01,17.0,23.0,True,True
010300007_,УЗО АД 12 (2ф) 63А IEK (4/32),шт,2025-06-01,18.0,16.0,True,True
010300007_,УЗО АД 12 (2ф) 63А IEK (4/32),шт,2025-07-01,16.0,,True,True
010300007_,УЗО АД 12 (2ф) 63А IEK (4/32),шт,2025-08-01,10.0,44.0,True,True
010300007_,УЗО АД 12 (2ф) 63А IEK (4/32),шт,2025-09-01,34.0,35.0,True,True
010300007_,УЗО АД 12 (2ф) 63А IEK (4/32),шт,2025-10-01,7.0,45.0,True,True
010300007_,УЗО АД 12 (2ф) 63А IEK (4/32),шт,2025-11-01,9.0,56.0,True,True
010300007_,УЗО АД 12 (2ф) 63А IEK (4/32),шт,2025-12-01,16.0,48.0,True,True
010300007_,УЗО АД 12 (2ф) 63А IEK (4/32),шт,2026-01-01,24.0,48.0,True,True
010300007_,УЗО АД 12 (2ф) 63А IEK (4/32),шт,2026-02-01,19.0,35.0,True,True
010300007_,УЗО АД 12 (2ф) 63А IEK (4/32),шт,2026-03-01,57.0,37.0,True,True
010300007_,УЗО АД 12 (2ф) 63А IEK (4/32),шт,2026-04-01,55.0,16.0,True,True
010300007_,УЗО АД 12 (2ф) 63А IEK (4/32),шт,2026-05-01,29.0,91.0,True,True
010300007_,УЗО АД 12 (2ф) 63А IEK (4/32),шт,2026-06-01,51.0,61.0,True,True
010300007_,УЗО АД 12 (2ф) 63А IEK (4/32),шт,2026-07-01,23.0,26.0,True,True
010300007_,УЗО АД 12 (2ф) 63А IEK (4/32),шт,2026-08-01,88.0,76.0,True,True
010300007_,УЗО АД 12 (2ф) 63А IEK (4/32),шт,2026-09-01,23.0,47.0,True,True
010300008_,УЗО АД 14 (4ф) 16А IEK (3/24),шт,2024-01-01,6.0,46.0,True,True
010300008_,УЗО АД 14 (4ф) 16А IEK (3/24),шт,2024-02-01,,37.0,True,True
010300008_,УЗО АД 14 (4ф) 16А IEK (3/24),шт,2024-03-01,13.0,37.0,True,True
010300008_,УЗО АД 14 (4ф) 16А IEK (3/24),шт,2024-04-01,6.0,22.0,True,True
010300008_,УЗО АД 14 (4ф) 16А IEK (3/24),шт,2024-05-01,34.0,41.0,True,True
