sku,shipment,source_as_of,eta,qty_raw,transit_unit,qty_stock_units,eta_bucket,usable,reasons
010500003_,ут-8233 от 18 сентября 2026 г. (поступление до 30.09.2026),2026-09-22,2026-09-30,48.0,,,in_horizon,False,unit_conversion_unknown
010500004_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-09-22,2026-10-01,1200.0,,,in_horizon,False,unit_conversion_unknown
010500005_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-09-22,2026-10-01,1800.0,,,in_horizon,False,unit_conversion_unknown
010500006_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-09-22,2026-10-01,18000.0,,,in_horizon,False,unit_conversion_unknown
010500006_,ут-8233 от 18 сентября 2026 г. (поступление до 30.09.2026),2026-09-22,2026-09-30,12000.0,,,in_horizon,False,unit_conversion_unknown
010500007_,ут-8233 от 18 сентября 2026 г. (поступление до 30.09.2026),2026-09-22,2026-09-30,600.0,,,in_horizon,False,unit_conversion_unknown
010500008_,ут-8233 от 18 сентября 2026 г. (поступление до 30.09.2026),2026-09-22,2026-09-30,12000.0,,,in_horizon,False,unit_conversion_unknown
010500009_,ут-8233 от 18 сентября 2026 г. (поступление до 30.09.2026),2026-09-22,2026-09-30,2400.0,,,in_horizon,False,unit_conversion_unknown
010500010_,ут-8233 от 18 сентября 2026 г. (поступление до 30.09.2026),2026-09-22,2026-09-30,2100.0,,,in_horizon,False,unit_conversion_unknown
010500011_,ут-8233 от 18 сентября 2026 г. (поступление до 30.09.2026),2026-09-22,2026-09-30,288.0,,,in_horizon,False,unit_conversion_unknown
010500012_,ут-8233 от 18 сентября 2026 г. (поступление до 30.09.2026),2026-09-22,2026-09-30,600.0,,,in_horizon,False,unit_conversion_unknown
010500019_,ут-8233 от 18 сентября 2026 г. (поступление до 30.09.2026),2026-09-22,2026-09-30,1440.0,,,in_horizon,False,unit_conversion_unknown
010500020_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-09-22,2026-10-01,60.0,,,in_horizon,False,unit_conversion_unknown
010500021_,ут-8233 от 18 сентября 2026 г. (поступление до 30.09.2026),2026-09-22,2026-09-30,2400.0,,,in_horizon,False,unit_conversion_unknown
010500022_,ут-8233 от 18 сентября 2026 г. (поступление до 30.09.2026),2026-09-22,2026-09-30,720.0,,,in_horizon,False,unit_conversion_unknown
010500024_,ут-8233 от 18 сентября 2026 г. (поступление до 30.09.2026),2026-09-22,2026-09-30,144.0,,,in_horizon,False,unit_conversion_unknown
010500025_,ут-8233 от 18 сентября 2026 г. (поступление до 30.09.2026),2026-09-22,2026-09-30,480.0,,,in_horizon,False,unit_conversion_unknown
010500032_,ут-8233 от 18 сентября 2026 г. (поступление до 30.09.2026),2026-09-22,2026-09-30,96.0,,,in_horizon,False,unit_conversion_unknown
010500033_,ут-8233 от 18 сентября 2026 г. (поступление до 30.09.2026),2026-09-22,2026-09-30,960.0,,,in_horizon,False,unit_conversion_unknown
010500036_,ут-8233 от 18 сентября 2026 г. (поступление до 30.09.2026),2026-09-22,2026-09-30,960.0,,,in_horizon,False,unit_conversion_unknown
010500037_,ут-8233 от 18 сентября 2026 г. (поступление до 30.09.2026),2026-09-22,2026-09-30,960.0,,,in_horizon,False,unit_conversion_unknown
010500038_,ут-8233 от 18 сентября 2026 г. (поступление до 30.09.2026),2026-09-22,2026-09-30,240.0,,,in_horizon,False,unit_conversion_unknown
010500039_,ут-8233 от 18 сентября 2026 г. (поступление до 30.09.2026),2026-09-22,2026-09-30,960.0,,,in_horizon,False,unit_conversion_unknown
010500048_,ут-8233 от 18 сентября 2026 г. (поступление до 30.09.2026),2026-09-22,2026-09-30,48.0,,,in_horizon,False,unit_conversion_unknown
010500068_,рф ут-7583 от 31 августа 2026 г. (поступление до 10.10.2026),2026-09-22,2026-10-10,12.0,,,in_horizon,False,unit_conversion_unknown
010500090_,ут-8233 от 18 сентября 2026 г. (поступление до 30.09.2026),2026-09-22,2026-09-30,12.0,,,in_horizon,False,unit_conversion_unknown
010500094_,ут-8233 от 18 сентября 2026 г. (поступление до 30.09.2026),2026-09-22,2026-09-30,15.0,,,in_horizon,False,unit_conversion_unknown
010500103_,ут-8233 от 18 сентября 2026 г. (поступление до 30.09.2026),2026-09-22,2026-09-30,480.0,,,in_horizon,False,unit_conversion_unknown
010500122_,ут-8234 от 18 сентября 2026 г. (поступление до 30.09.2026),2026-09-22,2026-09-30,40.0,,,in_horizon,False,unit_conversion_unknown
010700001_,ут-8233 от 18 сентября 2026 г. (поступление до 30.09.2026),2026-09-22,2026-09-30,40.0,,,in_horizon,False,unit_conversion_unknown
010700002_,ут-8233 от 18 сентября 2026 г. (поступление до 30.09.2026),2026-09-22,2026-09-30,320.0,,,in_horizon,False,unit_conversion_unknown
010700003_,ут-8233 от 18 сентября 2026 г. (поступление до 30.09.2026),2026-09-22,2026-09-30,120.0,,,in_horizon,False,unit_conversion_unknown
010700103_,ут-8233 от 18 сентября 2026 г. (поступление до 30.09.2026),2026-09-22,2026-09-30,4.0,,,in_horizon,False,unit_conversion_unknown
010700134_,ут-8233 от 18 сентября 2026 г. (поступление до 30.09.2026),2026-09-22,2026-09-30,20.0,,,in_horizon,False,unit_conversion_unknown
010700135_,ут-8233 от 18 сентября 2026 г. (поступление до 30.09.2026),2026-09-22,2026-09-30,40.0,,,in_horizon,False,unit_conversion_unknown
010700155_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-09-22,2026-10-01,11.0,,,in_horizon,False,unit_conversion_unknown
010800001_,ут-8233 от 18 сентября 2026 г. (поступление до 30.09.2026),2026-09-22,2026-09-30,50.0,,,in_horizon,False,unit_conversion_unknown
010800002_,ут-8233 от 18 сентября 2026 г. (поступление до 30.09.2026),2026-09-22,2026-09-30,40.0,,,in_horizon,False,unit_conversion_unknown
010800003_,ут-8233 от 18 сентября 2026 г. (поступление до 30.09.2026),2026-09-22,2026-09-30,48.0,,,in_horizon,False,unit_conversion_unknown
010800004_,ут-8233 от 18 сентября 2026 г. (поступление до 30.09.2026),2026-09-22,2026-09-30,30.0,,,in_horizon,False,unit_conversion_unknown
010800005_,ут-8233 от 18 сентября 2026 г. (поступление до 30.09.2026),2026-09-22,2026-09-30,24.0,,,in_horizon,False,unit_conversion_unknown
010800009_,ут-8233 от 18 сентября 2026 г. (поступление до 30.09.2026),2026-09-22,2026-09-30,3.0,,,in_horizon,False,unit_conversion_unknown
010800010_,ут-8233 от 18 сентября 2026 г. (поступление до 30.09.2026),2026-09-22,2026-09-30,50.0,,,in_horizon,False,unit_conversion_unknown
010800011_,ут-8233 от 18 сентября 2026 г. (поступление до 30.09.2026),2026-09-22,2026-09-30,50.0,,,in_horizon,False,unit_conversion_unknown
010800012_,ут-8233 от 18 сентября 2026 г. (поступление до 30.09.2026),2026-09-22,2026-09-30,18.0,,,in_horizon,False,unit_conversion_unknown
010800015_,ут-8233 от 18 сентября 2026 г. (поступление до 30.09.2026),2026-09-22,2026-09-30,40.0,,,in_horizon,False,unit_conversion_unknown
010800016_,ут-8233 от 18 сентября 2026 г. (поступление до 30.09.2026),2026-09-22,2026-09-30,30.0,,,in_horizon,False,unit_conversion_unknown
010800017_,ут-8233 от 18 сентября 2026 г. (поступление до 30.09.2026),2026-09-22,2026-09-30,20.0,,,in_horizon,False,unit_conversion_unknown
010800018_,ут-8233 от 18 сентября 2026 г. (поступление до 30.09.2026),2026-09-22,2026-09-30,40.0,,,in_horizon,False,unit_conversion_unknown
010800027_,ут-8233 от 18 сентября 2026 г. (поступление до 30.09.2026),2026-09-22,2026-09-30,16.0,,,in_horizon,False,unit_conversion_unknown
010800033_,ут-8233 от 18 сентября 2026 г. (поступление до 30.09.2026),2026-09-22,2026-09-30,8.0,,,in_horizon,False,unit_conversion_unknown
010800035_,ут-8233 от 18 сентября 2026 г. (поступление до 30.09.2026),2026-09-22,2026-09-30,30.0,,,in_horizon,False,unit_conversion_unknown
020100004_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-09-22,2026-10-01,20.0,,,in_horizon,False,unit_conversion_unknown
020100006_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-09-22,2026-10-01,60.0,,,in_horizon,False,unit_conversion_unknown
020100012_,ут-8234 от 18 сентября 2026 г. (поступление до 30.09.2026),2026-09-22,2026-09-30,40.0,,,in_horizon,False,unit_conversion_unknown
020100020_,ут-8234 от 18 сентября 2026 г. (поступление до 30.09.2026),2026-09-22,2026-09-30,30.0,,,in_horizon,False,unit_conversion_unknown
030200465_,рф ут-7974 от 10 сентября 2026 г. (поступление до 15.10.2026),2026-09-22,2026-10-15,200.0,,,in_horizon,False,unit_conversion_unknown
030200466_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-09-22,2026-10-01,50.0,,,in_horizon,False,unit_conversion_unknown
030201463_,ут-8234 от 18 сентября 2026 г. (поступление до 30.09.2026),2026-09-22,2026-09-30,30.0,,,in_horizon,False,unit_conversion_unknown
030201465_,ут-8234 от 18 сентября 2026 г. (поступление до 30.09.2026),2026-09-22,2026-09-30,20.0,,,in_horizon,False,unit_conversion_unknown
030201469_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-09-22,2026-10-01,40.0,,,in_horizon,False,unit_conversion_unknown
030201471_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-09-22,2026-10-01,50.0,,,in_horizon,False,unit_conversion_unknown
030201480_,рф ут-7583 от 31 августа 2026 г. (поступление до 10.10.2026),2026-09-22,2026-10-10,40.0,,,in_horizon,False,unit_conversion_unknown
030201480_,рф ут-7974 от 10 сентября 2026 г. (поступление до 15.10.2026),2026-09-22,2026-10-15,37.0,,,in_horizon,False,unit_conversion_unknown
030201481_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-09-22,2026-10-01,80.0,,,in_horizon,False,unit_conversion_unknown
080800071_,ут-8234 от 18 сентября 2026 г. (поступление до 30.09.2026),2026-09-22,2026-09-30,100.0,,,in_horizon,False,unit_conversion_unknown
080800072_,ут-8234 от 18 сентября 2026 г. (поступление до 30.09.2026),2026-09-22,2026-09-30,100.0,,,in_horizon,False,unit_conversion_unknown
080800141_,ут-8234 от 18 сентября 2026 г. (поступление до 30.09.2026),2026-09-22,2026-09-30,1.0,,,in_horizon,False,unit_conversion_unknown
081100703_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-09-22,2026-10-01,80.0,,,in_horizon,False,unit_conversion_unknown
081100710_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-09-22,2026-10-01,80.0,,,in_horizon,False,unit_conversion_unknown
081100762_,ут-8234 от 18 сентября 2026 г. (поступление до 30.09.2026),2026-09-22,2026-09-30,30.0,,,in_horizon,False,unit_conversion_unknown
081100766_,ут-8234 от 18 сентября 2026 г. (поступление до 30.09.2026),2026-09-22,2026-09-30,4.0,,,in_horizon,False,unit_conversion_unknown
081100768_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-09-22,2026-10-01,3.0,,,in_horizon,False,unit_conversion_unknown
114001010_,ут-8234 от 18 сентября 2026 г. (поступление до 30.09.2026),2026-09-22,2026-09-30,3.0,,,in_horizon,False,unit_conversion_unknown
120100001_,ут-8234 от 18 сентября 2026 г. (поступление до 30.09.2026),2026-09-22,2026-09-30,100.0,,,in_horizon,False,unit_conversion_unknown
120100004_,ут-8234 от 18 сентября 2026 г. (поступление до 30.09.2026),2026-09-22,2026-09-30,100.0,,,in_horizon,False,unit_conversion_unknown
120100010_,ут-8234 от 18 сентября 2026 г. (поступление до 30.09.2026),2026-09-22,2026-09-30,2.0,,,in_horizon,False,unit_conversion_unknown
120100013_,ут-8234 от 18 сентября 2026 г. (поступление до 30.09.2026),2026-09-22,2026-09-30,20.0,,,in_horizon,False,unit_conversion_unknown
120100016_,ут-8234 от 18 сентября 2026 г. (поступление до 30.09.2026),2026-09-22,2026-09-30,20.0,,,in_horizon,False,unit_conversion_unknown
120100030_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-09-22,2026-10-01,100.0,,,in_horizon,False,unit_conversion_unknown
120100033_,ут-8234 от 18 сентября 2026 г. (поступление до 30.09.2026),2026-09-22,2026-09-30,20.0,,,in_horizon,False,unit_conversion_unknown
120100043_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-09-22,2026-10-01,4.0,,,in_horizon,False,unit_conversion_unknown
120100045_,ут-8234 от 18 сентября 2026 г. (поступление до 30.09.2026),2026-09-22,2026-09-30,2.0,,,in_horizon,False,unit_conversion_unknown
120100047_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-09-22,2026-10-01,4.0,,,in_horizon,False,unit_conversion_unknown
120100050_,рф ут-7974 от 10 сентября 2026 г. (поступление до 15.10.2026),2026-09-22,2026-10-15,1.0,,,in_horizon,False,unit_conversion_unknown
120100055_,ут-8234 от 18 сентября 2026 г. (поступление до 30.09.2026),2026-09-22,2026-09-30,30.0,,,in_horizon,False,unit_conversion_unknown
120100057_,ут-8234 от 18 сентября 2026 г. (поступление до 30.09.2026),2026-09-22,2026-09-30,10.0,,,in_horizon,False,unit_conversion_unknown
120100072_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-09-22,2026-10-01,4.0,,,in_horizon,False,unit_conversion_unknown
120100081_,ут-8234 от 18 сентября 2026 г. (поступление до 30.09.2026),2026-09-22,2026-09-30,16.0,,,in_horizon,False,unit_conversion_unknown
120100085_,рф ут-7583 от 31 августа 2026 г. (поступление до 10.10.2026),2026-09-22,2026-10-10,4.0,,,in_horizon,False,unit_conversion_unknown
120100086_,рф ут-7583 от 31 августа 2026 г. (поступление до 10.10.2026),2026-09-22,2026-10-10,2.0,,,in_horizon,False,unit_conversion_unknown
120100088_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-09-22,2026-10-01,2.0,,,in_horizon,False,unit_conversion_unknown
120100089_,рф ут-7974 от 10 сентября 2026 г. (поступление до 15.10.2026),2026-09-22,2026-10-15,3.0,,,in_horizon,False,unit_conversion_unknown
120100118_,ут-8234 от 18 сентября 2026 г. (поступление до 30.09.2026),2026-09-22,2026-09-30,3.0,,,in_horizon,False,unit_conversion_unknown
120100122_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-09-22,2026-10-01,1.0,,,in_horizon,False,unit_conversion_unknown
120100307_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-09-22,2026-10-01,11.0,,,in_horizon,False,unit_conversion_unknown
130200013_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-09-22,2026-10-01,5.0,,,in_horizon,False,unit_conversion_unknown
130200015_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-09-22,2026-10-01,80.0,,,in_horizon,False,unit_conversion_unknown
130200036_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-09-22,2026-10-01,500.0,,,in_horizon,False,unit_conversion_unknown
130200089_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-09-22,2026-10-01,60.0,,,in_horizon,False,unit_conversion_unknown
130200120_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-09-22,2026-10-01,80.0,,,in_horizon,False,unit_conversion_unknown
130200122_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-09-22,2026-10-01,120.0,,,in_horizon,False,unit_conversion_unknown
130200123_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-09-22,2026-10-01,260.0,,,in_horizon,False,unit_conversion_unknown
130200124_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-09-22,2026-10-01,160.0,,,in_horizon,False,unit_conversion_unknown
130200125_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-09-22,2026-10-01,20.0,,,in_horizon,False,unit_conversion_unknown
130200126_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-09-22,2026-10-01,10.0,,,in_horizon,False,unit_conversion_unknown
130200128_,ут-8234 от 18 сентября 2026 г. (поступление до 30.09.2026),2026-09-22,2026-09-30,40.0,,,in_horizon,False,unit_conversion_unknown
130200134_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-09-22,2026-10-01,60.0,,,in_horizon,False,unit_conversion_unknown
130200135_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-09-22,2026-10-01,40.0,,,in_horizon,False,unit_conversion_unknown
130200136_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-09-22,2026-10-01,40.0,,,in_horizon,False,unit_conversion_unknown
130200183_,ут-8234 от 18 сентября 2026 г. (поступление до 30.09.2026),2026-09-22,2026-09-30,2.0,,,in_horizon,False,unit_conversion_unknown
130200378_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-09-22,2026-10-01,120.0,,,in_horizon,False,unit_conversion_unknown
130200413_,рф ут-7974 от 10 сентября 2026 г. (поступление до 15.10.2026),2026-09-22,2026-10-15,2.0,,,in_horizon,False,unit_conversion_unknown
130200423_,рф ут-7974 от 10 сентября 2026 г. (поступление до 15.10.2026),2026-09-22,2026-10-15,6.0,,,in_horizon,False,unit_conversion_unknown
130200426_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-09-22,2026-10-01,2.0,,,in_horizon,False,unit_conversion_unknown
130200432_,ут-8234 от 18 сентября 2026 г. (поступление до 30.09.2026),2026-09-22,2026-09-30,2.0,,,in_horizon,False,unit_conversion_unknown
130200434_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-09-22,2026-10-01,1.0,,,in_horizon,False,unit_conversion_unknown
130200439_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-09-22,2026-10-01,3.0,,,in_horizon,False,unit_conversion_unknown
130200441_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-09-22,2026-10-01,8.0,,,in_horizon,False,unit_conversion_unknown
130200442_,ут-8234 от 18 сентября 2026 г. (поступление до 30.09.2026),2026-09-22,2026-09-30,1.0,,,in_horizon,False,unit_conversion_unknown
130200444_,ут-8234 от 18 сентября 2026 г. (поступление до 30.09.2026),2026-09-22,2026-09-30,1.0,,,in_horizon,False,unit_conversion_unknown
130300102_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-09-22,2026-10-01,20.0,,,in_horizon,False,unit_conversion_unknown
130300103_,ут-8234 от 18 сентября 2026 г. (поступление до 30.09.2026),2026-09-22,2026-09-30,50.0,,,in_horizon,False,unit_conversion_unknown
130300152_,ут-8234 от 18 сентября 2026 г. (поступление до 30.09.2026),2026-09-22,2026-09-30,50.0,,,in_horizon,False,unit_conversion_unknown
130300154_,ут-8234 от 18 сентября 2026 г. (поступление до 30.09.2026),2026-09-22,2026-09-30,80.0,,,in_horizon,False,unit_conversion_unknown
130300220_,ут-8234 от 18 сентября 2026 г. (поступление до 30.09.2026),2026-09-22,2026-09-30,60.0,,,in_horizon,False,unit_conversion_unknown
130300221_,ут-8234 от 18 сентября 2026 г. (поступление до 30.09.2026),2026-09-22,2026-09-30,20.0,,,in_horizon,False,unit_conversion_unknown
130300292_,ут-8234 от 18 сентября 2026 г. (поступление до 30.09.2026),2026-09-22,2026-09-30,5.0,,,in_horizon,False,unit_conversion_unknown
130300471_,ут-8234 от 18 сентября 2026 г. (поступление до 30.09.2026),2026-09-22,2026-09-30,4.0,,,in_horizon,False,unit_conversion_unknown
130300518_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-09-22,2026-10-01,10.0,,,in_horizon,False,unit_conversion_unknown
130300519_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-09-22,2026-10-01,10.0,,,in_horizon,False,unit_conversion_unknown
130300524_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-09-22,2026-10-01,40.0,,,in_horizon,False,unit_conversion_unknown
130300526_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-09-22,2026-10-01,560.0,,,in_horizon,False,unit_conversion_unknown
130300527_,ут-8234 от 18 сентября 2026 г. (поступление до 30.09.2026),2026-09-22,2026-09-30,288.0,,,in_horizon,False,unit_conversion_unknown
130300529_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-09-22,2026-10-01,50.0,,,in_horizon,False,unit_conversion_unknown
130300532_,ут-8234 от 18 сентября 2026 г. (поступление до 30.09.2026),2026-09-22,2026-09-30,30.0,,,in_horizon,False,unit_conversion_unknown
130300533_,ут-8234 от 18 сентября 2026 г. (поступление до 30.09.2026),2026-09-22,2026-09-30,10.0,,,in_horizon,False,unit_conversion_unknown
130300535_,ут-8234 от 18 сентября 2026 г. (поступление до 30.09.2026),2026-09-22,2026-09-30,40.0,,,in_horizon,False,unit_conversion_unknown
130300537_,рф ут-7974 от 10 сентября 2026 г. (поступление до 15.10.2026),2026-09-22,2026-10-15,80.0,,,in_horizon,False,unit_conversion_unknown
130300555_,ут-8234 от 18 сентября 2026 г. (поступление до 30.09.2026),2026-09-22,2026-09-30,20.0,,,in_horizon,False,unit_conversion_unknown
130300771_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-09-22,2026-10-01,1500.0,,,in_horizon,False,unit_conversion_unknown
130300779_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-09-22,2026-10-01,2000.0,,,in_horizon,False,unit_conversion_unknown
130300883_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-09-22,2026-10-01,10.0,,,in_horizon,False,unit_conversion_unknown
130301073_,рф ут-7583 от 31 августа 2026 г. (поступление до 10.10.2026),2026-09-22,2026-10-10,120.0,,,in_horizon,False,unit_conversion_unknown
130301097_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-09-22,2026-10-01,5.0,,,in_horizon,False,unit_conversion_unknown
130301101_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-09-22,2026-10-01,350.0,,,in_horizon,False,unit_conversion_unknown
130301257_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-09-22,2026-10-01,5.0,,,in_horizon,False,unit_conversion_unknown
130301640_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-09-22,2026-10-01,50.0,,,in_horizon,False,unit_conversion_unknown
130600023_,ут-8234 от 18 сентября 2026 г. (поступление до 30.09.2026),2026-09-22,2026-09-30,40.0,,,in_horizon,False,unit_conversion_unknown
130600031_,ут-8234 от 18 сентября 2026 г. (поступление до 30.09.2026),2026-09-22,2026-09-30,15.0,,,in_horizon,False,unit_conversion_unknown
130600061_,ут-8234 от 18 сентября 2026 г. (поступление до 30.09.2026),2026-09-22,2026-09-30,40.0,,,in_horizon,False,unit_conversion_unknown
130600062_,ут-8234 от 18 сентября 2026 г. (поступление до 30.09.2026),2026-09-22,2026-09-30,40.0,,,in_horizon,False,unit_conversion_unknown
130600068_,ут-8234 от 18 сентября 2026 г. (поступление до 30.09.2026),2026-09-22,2026-09-30,100.0,,,in_horizon,False,unit_conversion_unknown
130600079_,ут-8234 от 18 сентября 2026 г. (поступление до 30.09.2026),2026-09-22,2026-09-30,4.0,,,in_horizon,False,unit_conversion_unknown
130600128_,рф ут-7583 от 31 августа 2026 г. (поступление до 10.10.2026),2026-09-22,2026-10-10,6.0,,,in_horizon,False,unit_conversion_unknown
130600137_,ут-8234 от 18 сентября 2026 г. (поступление до 30.09.2026),2026-09-22,2026-09-30,20.0,,,in_horizon,False,unit_conversion_unknown
130600138_,ут-8234 от 18 сентября 2026 г. (поступление до 30.09.2026),2026-09-22,2026-09-30,6.0,,,in_horizon,False,unit_conversion_unknown
130900001_,ут-8234 от 18 сентября 2026 г. (поступление до 30.09.2026),2026-09-22,2026-09-30,20.0,,,in_horizon,False,unit_conversion_unknown
130900006_,ут-8234 от 18 сентября 2026 г. (поступление до 30.09.2026),2026-09-22,2026-09-30,10.0,,,in_horizon,False,unit_conversion_unknown
