split,model,unit,rows,mae,wape,bias,segment_type,segment
validation,boosting_squared,шт,4250,55.19454468747306,0.35766730134506036,0.007186145764865267,missing_segment,few_unknown_months
validation,mean_3,м,389,330.82305055698373,0.7074308823313837,0.02022131580104666,missing_segment,few_unknown_months
validation,mean_3,упак,202,44.633663366336634,0.546225614927905,0.1745425905731249,missing_segment,few_unknown_months
validation,mean_3,шт,4250,64.7366274509804,0.4195011476166371,0.07419865050854968,missing_segment,few_unknown_months
validation,seasonal_12,м,389,447.8466152527849,0.9576736737176949,0.46221433073867224,missing_segment,few_unknown_months
validation,seasonal_12,упак,202,64.29455445544555,0.7868350902702048,0.49970717718809315,missing_segment,few_unknown_months
validation,seasonal_12,шт,4250,75.97423529411765,0.49232220074041094,0.07219133788314032,missing_segment,few_unknown_months
test,boosting_poisson,м,19,38.64209511852366,1.4862344276355255,0.5065917956255833,missing_segment,many_unknown_months
test,boosting_poisson,упак,20,7.530608736366416,1.2345260223551502,0.6666212637220811,missing_segment,many_unknown_months
test,boosting_poisson,шт,515,7.120365095113145,0.9278815850160096,0.25594208028768944,missing_segment,many_unknown_months
test,boosting_squared,м,19,41.030116702591,1.5780814116381154,0.5906289125892059,missing_segment,many_unknown_months
test,boosting_squared,упак,20,6.777380152524886,1.1110459266434238,0.5045765981773694,missing_segment,many_unknown_months
test,boosting_squared,шт,515,7.059787834694712,0.9199875341264616,0.2540884729272106,missing_segment,many_unknown_months
test,mean_3,м,19,44.85087719298246,1.7250337381916332,0.47807017543859653,missing_segment,many_unknown_months
test,mean_3,упак,20,10.08125,1.6526639344262295,0.9149590163934426,missing_segment,many_unknown_months
test,mean_3,шт,515,7.904969343280081,1.0301263187725815,0.19923900433263567,missing_segment,many_unknown_months
test,seasonal_12,м,19,36.71929824561404,1.4122807017543861,0.44871794871794873,missing_segment,many_unknown_months
test,seasonal_12,упак,20,7.65625,1.2551229508196722,0.6649590163934426,missing_segment,many_unknown_months
test,seasonal_12,шт,515,9.290334416052353,1.2106584575574295,0.40004779628887344,missing_segment,many_unknown_months
validation,boosting_poisson,м,47,25.936459615003496,0.917931929145455,0.06141817598599651,missing_segment,many_unknown_months
validation,boosting_poisson,упак,36,5.857784932015545,1.0439616710522754,0.41356297555020993,missing_segment,many_unknown_months
validation,boosting_poisson,шт,1038,7.131357780122116,0.9308789456447129,0.07825552973657735,missing_segment,many_unknown_months
validation,boosting_squared,м,47,28.647226235146427,1.013870205611357,0.1521316356566515,missing_segment,many_unknown_months
validation,boosting_squared,упак,36,5.17073478567399,0.9215170905161567,0.4119352254426495,missing_segment,many_unknown_months
validation,boosting_squared,шт,1038,7.273924441580052,0.949488628063392,0.10720038571249434,missing_segment,many_unknown_months
validation,mean_3,м,47,32.68552546744036,1.1567919404892295,0.12872512778386275,missing_segment,many_unknown_months
validation,mean_3,упак,36,5.199074074074074,0.9265676567656767,0.22854785478547854,missing_segment,many_unknown_months
validation,mean_3,шт,1038,8.787883999461691,1.1471106126057893,0.20332451942331808,missing_segment,many_unknown_months
validation,seasonal_12,м,47,34.600419084461635,1.2245630248265789,0.4299299470609712,missing_segment,many_unknown_months
validation,seasonal_12,упак,36,17.740740740740744,3.161716171617162,1.7607260726072604,missing_segment,many_unknown_months
validation,seasonal_12,шт,1038,9.76298463097596,1.2743936175745783,0.34107944683586033,missing_segment,many_unknown_months
