sku,supplier_sku,min_order_qty,moq_known
030200753_,BR-M52-K01,1.0,True
030200519_,BR-R26-16-44-K01-F,1.0,True
030200782_,BR-KT20-O-1-K01,1.0,True
030200520_,BR-AK20-1-K01,1.0,True
030200980_,BR-AF20-O-K01,1.0,True
030200457_,BR-R20-10-K01-F,1.0,True
030200518_,BR-R21-16-K01-F,1.0,True
030200458_,BR-R24-16-K01-F,1.0,True
030200935_,BR-H10-K01,1.0,True
030200462_,BR-A10-O-K01,1.0,True
030200988_,BR-A10-P-K01,1.0,True
030200912_,BR-U21-D31-K01,1.0,True
030200568_,BR-U22-018-K01,1.0,True
030200975_,BR-S40-K01,1.0,True
030200516_,BR-R10-10-K01,1.0,True
030200459_,BR-K20-1-K01,1.0,True
030200453_,BR-K10-1-K01,1.0,True
030200990_,BR-K10-2-K01,1.0,True
030200517_,BR-R14-16-K01-F,1.0,True
030200460_,BR-R11-16-K01,1.0,True
030200966_,BR-R14-16-U21-D21-K01,1.0,True
030200759_,BR-R14-16-U21-D31-K01,1.0,True
030200567_,BR-R14-16-U22-018-K01,1.0,True
030200920_,BR-R16-16-K01,1.0,True
030200461_,BR-R14-16-K01,1.0,True
030200467_,BR-R16-16-44-K01,1.0,True
030200773_,BR-D20-0600-K01,1.0,True
030200956_,BR-RT11-K01,1.0,True
030201012_,BR-R16-16-44-K53,1.0,True
030200910_,BR-VK10-0-K53,1.0,True
030200779_,BR-V13-0-10-K53,1.0,True
030200472_,BR-V10-0-10-K53,1.0,True
030200477_,BR-V12-0-10-K53,1.0,True
030200874_,BR-V12-1-10-K53,1.0,True
030200473_,BR-V10-1-10-K53,1.0,True
030200474_,BR-V20-0-10-K53,1.0,True
030200484_,BR-V22-0-10-K53,1.0,True
030200475_,BR-V20-1-10-K53,1.0,True
030200743_,BR-V30-0-10-K53,1.0,True
030200972_,BR-V14-0-10-K53,1.0,True
030200944_,BR-V15-0-10-K53,1.0,True
030200963_,BR-MS10-N-150-05-K53,1.0,True
030200891_,BR-PL10-K53,1.0,True
030200953_,BR-FL20-K53,1.0,True
030200480_,BR-M12-K53,1.0,True
030200481_,BR-M22-K53,1.0,True
030200482_,BR-M32-K53,1.0,True
030200483_,BR-M42-K53,1.0,True
030200748_,BR-M52-K53,1.0,True
030200542_,BR-A10-O-K53,1.0,True
030200785_,BR-KT20-O-1-K53,1.0,True
030200535_,BR-AK20-1-K53,1.0,True
030200982_,BR-AF20-O-K53,1.0,True
030200478_,BR-R21-16-K53-F,1.0,True
030200479_,BR-R24-16-K53-F,1.0,True
030200940_,BR-H10-K53,1.0,True
030200747_,BR-A10-P-K53,1.0,True
030200917_,BR-U21-D31-K53,1.0,True
030200769_,BR-U22-018-K53,1.0,True
030200977_,BR-S40-K53,1.0,True
030200533_,BR-R10-10-K53,1.0,True
030200476_,BR-K10-1-K53,1.0,True
030200534_,BR-R11-16-K53,1.0,True
030200781_,BR-R14-16-U21-D21-K53,1.0,True
030200768_,BR-R14-16-U21-D31-K53,1.0,True
030200948_,BR-R14-16-U22-018-K53,1.0,True
030200925_,BR-R16-16-K53,1.0,True
030200471_,BR-R14-16-K53,1.0,True
030200875_,BR-K20-1-K53,1.0,True
030200985_,BR-D20-0600-K53,1.0,True
030200958_,BR-RT11-K53,1.0,True
BR-VK10-0-K36,BR-VK10-0-K36,1.0,True
030200775_,BR-V13-0-10-K36,1.0,True
030200420_,BR-V10-0-10-K36,1.0,True
030200425_,BR-V12-0-10-K36,1.0,True
030200870_,BR-V12-1-10-K36,1.0,True
030200421_,BR-V10-1-10-K36,1.0,True
030200422_,BR-V20-0-10-K36,1.0,True
030200433_,BR-V22-0-10-K36,1.0,True
030200423_,BR-V20-1-10-K36,1.0,True
030200739_,BR-V30-0-10-K36,1.0,True
030200429_,BR-M12-K36,1.0,True
030200430_,BR-M22-K36,1.0,True
030200431_,BR-M32-K36,1.0,True
030200432_,BR-M42-K36,1.0,True
030200872_,BR-K20-1-K36,1.0,True
030200871_,BR-R26-16-44-K36-F,1.0,True
030200513_,BR-A10-O-K36,1.0,True
030200426_,BR-R21-16-K36-F,1.0,True
030200427_,BR-R24-16-K36-F,1.0,True
030200521_,BR-R10-10-K36,1.0,True
030200424_,BR-K10-1-K36,1.0,True
030200522_,BR-R11-16-K36,1.0,True
030200428_,BR-R14-16-K36,1.0,True
BR-R16-16-44-K46,BR-R16-16-44-K46,1.0,True
BR-R26-16-44-K46-F,BR-R26-16-44-K46-F,1.0,True
030200909_,BR-VK10-0-K46,1.0,True
030200778_,BR-V13-0-10-K46,1.0,True
030200500_,BR-V10-0-10-K46,1.0,True
030200505_,BR-V12-0-10-K46,1.0,True
030200878_,BR-V12-1-10-K46,1.0,True
030200501_,BR-V10-1-10-K46,1.0,True
030200502_,BR-V20-0-10-K46,1.0,True
030200512_,BR-V22-0-10-K46,1.0,True
030200503_,BR-V20-1-10-K46,1.0,True
030200741_,BR-V30-0-10-K46,1.0,True
030200973_,BR-V14-0-10-K46,1.0,True
030200945_,BR-V15-0-10-K46,1.0,True
030200964_,BR-MS10-N-150-05-K46,1.0,True
030200890_,BR-PL10-K46,1.0,True
030200954_,BR-FL20-K46,1.0,True
030200508_,BR-M12-K46,1.0,True
030200509_,BR-M22-K46,1.0,True
030200510_,BR-M32-K46,1.0,True
030200511_,BR-M42-K46,1.0,True
030200757_,BR-M52-K46,1.0,True
030200879_,BR-K20-1-K46,1.0,True
030200541_,BR-A10-O-K46,1.0,True
030200989_,BR-KT20-O-1-K46,1.0,True
030200532_,BR-AK20-1-K46,1.0,True
030200983_,BR-AF20-O-K46,1.0,True
030200506_,BR-R21-16-K46-F,1.0,True
030200507_,BR-R24-16-K46-F,1.0,True
030200939_,BR-H10-K46,1.0,True
030200742_,BR-A10-P-K46,1.0,True
030200916_,BR-U21-D31-K46,1.0,True
030200767_,BR-U22-018-K46,1.0,True
030200978_,BR-S40-K46,1.0,True
030200530_,BR-R10-10-K46,1.0,True
030200504_,BR-K10-1-K46,1.0,True
030200531_,BR-R11-16-K46,1.0,True
030200968_,BR-R14-16-U21-D21-K46,1.0,True
030200766_,BR-R14-16-U21-D31-K46,1.0,True
030200949_,BR-R14-16-U22-018-K46,1.0,True
030200924_,BR-R16-16-K46,1.0,True
030200499_,BR-R14-16-K46,1.0,True
030200986_,BR-D20-0600-K46,1.0,True
030200959_,BR-RT11-K46,1.0,True
BR-VK10-0-K45,BR-VK10-0-K45,1.0,True
030201049_,BR-V13-0-10-K45,1.0,True
030201032_,BR-M52-K45,1.0,True
030201152_,BR-R16-16-K45,1.0,True
BR-R16-16-44-K45,BR-R16-16-44-K45,1.0,True
BR-R26-16-44-K45-F,BR-R26-16-44-K45-F,1.0,True
BR-KT20-O-1-K45,BR-KT20-O-1-K45,1.0,True
BR-K20-1-K45,BR-K20-1-K45,1.0,True
030200811_,BR-V10-0-10-K45,1.0,True
030200816_,BR-V12-0-10-K45,1.0,True
030200812_,BR-V10-1-10-K45,1.0,True
030200813_,BR-V20-0-10-K45,1.0,True
030200823_,BR-V22-0-10-K45,1.0,True
030200814_,BR-V20-1-10-K45,1.0,True
030200824_,BR-V30-0-10-K45,1.0,True
030200819_,BR-M12-K45,1.0,True
030200820_,BR-M22-K45,1.0,True
030200821_,BR-M32-K45,1.0,True
030200822_,BR-M42-K45,1.0,True
030201022_,BR-R11-16-K45,1.0,True
030200818_,BR-R24-16-K45-F,1.0,True
030200817_,BR-R21-16-K45-F,1.0,True
030200826_,BR-H10-K45,1.0,True
030200825_,BR-A10-O-K45,1.0,True
030200815_,BR-K10-1-K45,1.0,True
030200810_,BR-R14-16-K45,1.0,True
BR-R16-16-44-K02_,BR-R16-16-44-K02,1.0,True
BR-R26-16-44-K02-F,BR-R26-16-44-K02-F,1.0,True
030200911_,BR-VK10-0-K02,1.0,True
030200780_,BR-V13-0-10-K02,1.0,True
030200486_,BR-V10-0-10-K02,1.0,True
030200491_,BR-V12-0-10-K02,1.0,True
030200876_,BR-V12-1-10-K02,1.0,True
030200487_,BR-V10-1-10-K02,1.0,True
030200488_,BR-V20-0-10-K02,1.0,True
030200498_,BR-V22-0-10-K02,1.0,True
030200489_,BR-V20-1-10-K02,1.0,True
030200744_,BR-V30-0-10-K02,1.0,True
030200971_,BR-V14-0-10-K02,1.0,True
030200943_,BR-V15-0-10-K02,1.0,True
030200962_,BR-MS10-N-150-05-K02,1.0,True
030200892_,BR-PL10-K02,1.0,True
030200952_,BR-FL20-K02,1.0,True
030200494_,BR-M12-K02,1.0,True
030200495_,BR-M22-K02,1.0,True
030200496_,BR-M32-K02,1.0,True
030200497_,BR-M42-K02,1.0,True
030200758_,BR-M52-K02,1.0,True
030200877_,BR-K20-1-K02,1.0,True
030200543_,BR-A10-O-K02,1.0,True
030200787_,BR-KT20-O-1-K02,1.0,True
030200538_,BR-AK20-1-K02,1.0,True
030200981_,BR-AF20-O-K02,1.0,True
030200492_,BR-R21-16-K02-F,1.0,True
030200493_,BR-R24-16-K02-F,1.0,True
030200941_,BR-H10-K02,1.0,True
030200745_,BR-A10-P-K02,1.0,True
030200918_,BR-U21-D31-K02,1.0,True
030200771_,BR-U22-018-K02,1.0,True
030200976_,BR-S40-K02,1.0,True
030200536_,BR-R10-10-K02,1.0,True
030200490_,BR-K10-1-K02,1.0,True
030200485_,BR-R11-16-K02,1.0,True
030200967_,BR-R14-16-U21-D21-K02,1.0,True
030200770_,BR-R14-16-U21-D31-K02,1.0,True
030200947_,BR-R14-16-U22-018-K02,1.0,True
030200926_,BR-R16-16-K02,1.0,True
030200885_,BR-D20-0600-K02,1.0,True
030200957_,BR-RT11-K02,1.0,True
BR-VK10-0-K37,BR-VK10-0-K37,1.0,True
BR-MS10-N-150-05-K37,BR-MS10-N-150-05-K37,1.0,True
030200755_,BR-M52-K37,1.0,True
BR-R16-16-K37,BR-R16-16-K37,1.0,True
BR-R16-16-44-K37,BR-R16-16-44-K37,1.0,True
BR-R26-16-44-K37-F,BR-R26-16-44-K37-F,1.0,True
BR-U21-D31-K37,BR-U21-D31-K37,1.0,True
030200776_,BR-V13-0-10-K37,1.0,True
030200435_,BR-V10-0-10-K37,1.0,True
030200440_,BR-V12-0-10-K37,1.0,True
030200873_,BR-V12-1-10-K37,1.0,True
030200436_,BR-V10-1-10-K37,1.0,True
030200437_,BR-V20-0-10-K37,1.0,True
030200447_,BR-V22-0-10-K37,1.0,True
030200438_,BR-V20-1-10-K37,1.0,True
030200752_,BR-V30-0-10-K37,1.0,True
030200443_,BR-M12-K37,1.0,True
030200444_,BR-M22-K37,1.0,True
030200445_,BR-M32-K37,1.0,True
030200446_,BR-M42-K37,1.0,True
030200751_,BR-K20-1-K37,1.0,True
030200539_,BR-A10-O-K37,1.0,True
030200441_,BR-R21-16-K37-F,1.0,True
030200442_,BR-R24-16-K37-F,1.0,True
030200524_,BR-R10-10-K37,1.0,True
030200439_,BR-K10-1-K37,1.0,True
030200525_,BR-R11-16-K37,1.0,True
030200434_,BR-R14-16-K37,1.0,True
030201064_,BR-M12-12-K47,1.0,True
030201067_,BR-M12-51-K10,1.0,True
030201055_,BR-M12-12-1-K10,1.0,True
030201063_,BR-M12-12-3-K10,1.0,True
030201066_,BR-M12-51-K01,1.0,True
030201052_,BR-M12-12-K01,1.0,True
030201072_,BR-M12-12-4-K23,1.0,True
030201065_,BR-M12-12-2-K23,1.0,True
030201069_,BR-M22-12-K47,1.0,True
030201075_,BR-M22-51-K10,1.0,True
030201056_,BR-M22-12-1-K10,1.0,True
030201068_,BR-M22-12-3-K10,1.0,True
030201074_,BR-M22-51-K01,1.0,True
030201053_,BR-M22-12-K01,1.0,True
030201078_,BR-M22-12-4-K23,1.0,True
030201073_,BR-M22-12-2-K23,1.0,True
030201070_,BR-M32-12-K47,1.0,True
030201083_,BR-M32-51-K10,1.0,True
030201057_,BR-M32-12-1-K10,1.0,True
030201076_,BR-M32-12-3-K10,1.0,True
030201082_,BR-M32-51-K01,1.0,True
030201054_,BR-M32-12-K01,1.0,True
030201080_,BR-M32-12-4-K23,1.0,True
030201081_,BR-M32-12-2-K23,1.0,True
030201071_,BR-M42-12-K47,1.0,True
030201086_,BR-M42-51-K10,1.0,True
030201060_,BR-M42-12-1-K10,1.0,True
030201079_,BR-M42-12-3-K10,1.0,True
030201085_,BR-M42-51-K01,1.0,True
030201077_,BR-M42-12-K01,1.0,True
030201101_,BR-M42-12-4-K23,1.0,True
030201084_,BR-M42-12-2-K23,1.0,True
030201147_,BR-M52-12-K47,1.0,True
030201149_,BR-M52-51-K10,1.0,True
030201061_,BR-M52-12-1-K10,1.0,True
030201145_,BR-M52-12-3-K10,1.0,True
030201148_,BR-M52-51-K01,1.0,True
030201146_,BR-M52-12-K01,1.0,True
030201150_,BR-M52-12-4-K23,1.0,True
030201144_,BR-M52-12-2-K23,1.0,True
030201095_,BR-M12-M-01-K47,1.0,True
030201100_,BR-M12-M-21-K47,1.0,True
030201098_,BR-M12-M-21-K30,1.0,True
030201034_,BR-M12-M-01-K49,1.0,True
030201096_,BR-M12-M-01-K48,1.0,True
030201094_,BR-M12-M-01-K02,1.0,True
030201097_,BR-M12-M-21-K02,1.0,True
030201099_,BR-M12-M-21-K37,1.0,True
030200848_,BR-M12-M-K47,1.0,True
030200847_,BR-M12-M-K02,1.0,True
030201110_,BR-M22-M-01-K47,1.0,True
030201115_,BR-M22-M-21-K47,1.0,True
030201113_,BR-M22-M-21-K30,1.0,True
030201035_,BR-M22-M-01-K49,1.0,True
030201111_,BR-M22-M-01-K48,1.0,True
030201109_,BR-M22-M-01-K02,1.0,True
030201112_,BR-M22-M-21-K02,1.0,True
030201114_,BR-M22-M-21-K37,1.0,True
030200850_,BR-M22-M-K47,1.0,True
030200849_,BR-M22-M-K02,1.0,True
030201124_,BR-M32-M-01-K47,1.0,True
030201129_,BR-M32-M-21-K47,1.0,True
030201127_,BR-M32-M-21-K30,1.0,True
030201036_,BR-M32-M-01-K49,1.0,True
030201125_,BR-M32-M-01-K48,1.0,True
030201123_,BR-M32-M-01-K02,1.0,True
030201126_,BR-M32-M-21-K02,1.0,True
030201128_,BR-M32-M-21-K37,1.0,True
030200852_,BR-M32-M-K47,1.0,True
030200851_,BR-M32-M-K02,1.0,True
030201138_,BR-M42-M-01-K47,1.0,True
030201143_,BR-M42-M-21-K47,1.0,True
030201141_,BR-M42-M-21-K30,1.0,True
030201037_,BR-M42-M-01-K49,1.0,True
030201139_,BR-M42-M-01-K48,1.0,True
030201137_,BR-M42-M-01-K02,1.0,True
030201140_,BR-M42-M-21-K02,1.0,True
030201142_,BR-M42-M-21-K37,1.0,True
030200854_,BR-M42-M-K47,1.0,True
030200853_,BR-M42-M-K02,1.0,True
030201090_,BR-M12-G-41-K01,1.0,True
030201087_,BR-M12-G-31-K01,1.0,True
030201092_,BR-M12-G-41-K53,1.0,True
030201089_,BR-M12-G-31-K35,1.0,True
030201093_,BR-M12-G-41-K98,1.0,True
030201091_,BR-M12-G-41-K02,1.0,True
030201088_,BR-M12-G-31-K02,1.0,True
030200855_,BR-M12-G-K01,1.0,True
030200864_,BR-M12-G-K10,1.0,True
030200865_,BR-M12-G-K30,1.0,True
030200863_,BR-M12-G-K03,1.0,True
030200866_,BR-M12-G-K45,1.0,True
030200856_,BR-M12-G-K02,1.0,True
030201105_,BR-M22-G-41-K01,1.0,True
030201102_,BR-M22-G-31-K01,1.0,True
030201107_,BR-M22-G-41-K53,1.0,True
030201104_,BR-M22-G-31-K35,1.0,True
030201108_,BR-M22-G-41-K98,1.0,True
030201106_,BR-M22-G-41-K02,1.0,True
030201103_,BR-M22-G-31-K02,1.0,True
030200857_,BR-M22-G-K01,1.0,True
030200894_,BR-M22-G-K10,1.0,True
030200895_,BR-M22-G-K30,1.0,True
030200893_,BR-M22-G-K03,1.0,True
030200896_,BR-M22-G-K45,1.0,True
030200858_,BR-M22-G-K02,1.0,True
030201119_,BR-M32-G-41-K01,1.0,True
030201116_,BR-M32-G-31-K01,1.0,True
030201121_,BR-M32-G-41-K53,1.0,True
030201118_,BR-M32-G-31-K35,1.0,True
030201122_,BR-M32-G-41-K98,1.0,True
030201120_,BR-M32-G-41-K02,1.0,True
030201117_,BR-M32-G-31-K02,1.0,True
030200859_,BR-M32-G-K01,1.0,True
030200898_,BR-M32-G-K10,1.0,True
030200899_,BR-M32-G-K30,1.0,True
030200897_,BR-M32-G-K03,1.0,True
030200900_,BR-M32-G-K45,1.0,True
030200860_,BR-M32-G-K02,1.0,True
030201133_,BR-M42-G-41-K01,1.0,True
030201130_,BR-M42-G-31-K01,1.0,True
030201135_,BR-M42-G-41-K53,1.0,True
030201132_,BR-M42-G-31-K35,1.0,True
030201136_,BR-M42-G-41-K98,1.0,True
030201134_,BR-M42-G-41-K02,1.0,True
030201131_,BR-M42-G-31-K02,1.0,True
030200861_,BR-M42-G-K01,1.0,True
030200902_,BR-M42-G-K10,1.0,True
030200903_,BR-M42-G-K30,1.0,True
030200901_,BR-M42-G-K03,1.0,True
030200904_,BR-M42-G-K45,1.0,True
030200862_,BR-M42-G-K02,1.0,True
130300775_,EVP10-32-01-K01,10.0,True
130300774_,ERP10-32-01-K01,10.0,True
130300773_,ERP11-32-01-K01,10.0,True
280300179_,UKG01-080-040-000-M,175.0,True
280300401_,UKO11-085-085-040-K41-44,60.0,True
280300403_,UKOZ11-070-070-040-K41-44,84.0,True
280300182_,UKO10-150-110-070-K41-55,30.0,True
280300402_,UKO11-190-140-070-K41-55,20.0,True
280300404_,UKOZ11-100-100-050-K41-44,48.0,True
UKO10-240-195-090-K4,UKO10-240-195-090-K41-55,6.0,True
UKO10-240-195-165-K4,UKO10-240-195-165-K41-55,4.0,True
250600087_,MKP31-N-02-30-252,252.0,True
280300295_,MKP31-N-04-30-135,135.0,True
020100001_,PSR01-016-3,10.0,True
020100002_,PSR02-016-4,10.0,True
020100003_,PSR02-016-5,10.0,True
020100004_,PSR01-032-3,10.0,True
020100005_,PSR02-032-4,10.0,True
020100006_,PSR02-032-5,10.0,True
020100007_,PSR02-063-4,2.0,True
020100044_,PSR02-063-5,2.0,True
020100008_,PSR21-016-3,10.0,True
020100009_,PSR22-016-4,10.0,True
020100010_,PSR22-016-5,10.0,True
020100011_,PSR21-032-3,10.0,True
020100012_,PSR22-032-4,10.0,True
020100013_,PSR22-032-5,10.0,True
020100015_,PSR11-016-3,10.0,True
020100017_,PSR12-016-4,10.0,True
020100018_,PSR12-016-5,10.0,True
020100019_,PSR11-032-3,10.0,True
020100020_,PSR12-032-4,10.0,True
020100021_,PSR12-032-5,10.0,True
020100022_,PSR12-063-4,2.0,True
020100045_,PSR12-063-5,2.0,True
020100023_,PSR42-016-4,10.0,True
PSN12-032-5,PSN12-032-5,10.0,True
290100132_,WYP10-16-03-03-Z-K02,1.0,True
290100133_,WYP10-16-03-05-Z-K02,1.0,True
290100134_,WYP10-16-03-03-ZK-K02,1.0,True
290100135_,WYP10-16-03-05-ZK-K02,1.0,True
290100136_,WYP10-16-04-03-Z-K02,1.0,True
290100137_,WYP10-16-04-05-Z-K02,1.0,True
290100138_,WYP10-16-04-03-ZK-K02,1.0,True
290100139_,WYP10-16-04-05-ZK-K02,1.0,True
290100140_,WYP10-16-05-03-Z-K02,1.0,True
290100141_,WYP10-16-05-05-Z-K02,1.0,True
290100142_,WYP10-16-05-03-ZK-K02,1.0,True
290100143_,WYP10-16-05-05-ZK-K02,1.0,True
290100144_,WYP10-06-03-03-K02,1.0,True
290100145_,WYP10-06-03-05-K02,1.0,True
280300951_,KYP11-16-03-00-Z,38.0,True
280300950_,KYP11-16-04-00-Z,32.0,True
280300696_,KYP11-16-06-00-ZK,15.0,True
290200126_,TW-KP27-16-01-15-02,1.0,True
290200131_,TW-KP27-16-04-20,1.0,True
290200127_,TW-KP27-16-01-25-02,1.0,True
290100004_,WKP15-16-04-10,10.0,True
290200005_,WKP15-16-04-20,1.0,True
290200008_,WKP15-16-04-30,1.0,True
290200009_,WKP15-16-04-40,1.0,True
290200006_,WKP15-16-04-50,1.0,True
290100031_,WFP10-16-03-01-N,6.0,True
290100032_,WFP10-16-05-01-N,5.0,True
290100033_,WFP10-16-05-03-N,1.0,True
290100034_,WFP10-16-05-05-N,1.0,True
290100029_,WUP10-05-K09-N,10.0,True
290100101_,WUP20-02-K01,10.0,True
WUP20-02-K02,WUP20-02-K02,10.0,True
130301120_,EVP12-16-01-K01,50.0,True
130301597_,EVP12-16-01-K02,50.0,True
CKK10-100-060-1-K01,CKK10-100-060-1-K01,8.0,True
CKK10-060-040-1-K01-,CKK10-060-040-1-K01-018,18.0,True
CKK10-025-016-1-K24_,CKK10-025-016-1-K24,50.0,True
CKK10-040-025-1-K24_,CKK10-040-025-1-K24,18.0,True
CKK10-040-025-1-K28_,CKK10-040-025-1-K28,18.0,True
CKK10-025-016-1-K34_,CKK10-025-016-1-K34,50.0,True
CKK10-040-025-1-K34_,CKK10-040-025-1-K34,18.0,True
EL-KK10-100-060-1-K0,EL-KK10-100-060-1-K02,8.0,True
EL-KK10-025-016-1-K0,EL-KK10-025-016-1-K02,50.0,True
EL-KK10-025-025-1-K0,EL-KK10-025-025-1-K02,32.0,True
EL-KK10-040-025-1-K0,EL-KK10-040-025-1-K02,24.0,True
EL-KK10-060-040-1-K0,EL-KK10-060-040-1-K02,18.0,True
280100001_,CKK10-100-040-1-K01,8.0,True
280100002_,CKK10-100-060-1-K01,8.0,True
280100003_,CKK10-012-012-1-K01,120.0,True
280100006_,CKK10-015-010-1-K01,144.0,True
280100004_,CKK10-016-016-1-K01,84.0,True
280100005_,CKK10-020-010-1-K01,96.0,True
280100007_,CKK10-025-016-1-K01,50.0,True
280100016_,CKK10-025-025-1-K01,32.0,True
280100009_,CKK10-040-016-1-K01,30.0,True
280100010_,CKK10-040-025-1-K01,24.0,True
280100011_,CKK10-040-040-1-K01-024,24.0,True
280100012_,CKK10-060-040-1-K01-018,18.0,True
280100013_,CKK10-060-060-1-K01,12.0,True
280100014_,CKK10-080-040-1-K01-010,10.0,True
280100015_,CKK10-080-060-1-K01-008,8.0,True
280100339_,CKK10-012-012-1-K24,120.0,True
280100340_,CKK10-015-010-1-K24,144.0,True
280100341_,CKK10-016-016-1-K24,84.0,True
280100342_,CKK10-020-010-1-K24,96.0,True
280100240_,CKK10-025-016-1-K24,50.0,True
280100343_,CKK10-040-016-1-K24,30.0,True
280100344_,CKK10-040-025-1-K24,18.0,True
280100401_,CKK10-012-012-1-K28,120.0,True
280100402_,CKK10-015-010-1-K28,144.0,True
280100403_,CKK10-016-016-1-K28,84.0,True
280100404_,CKK10-020-010-1-K28,96.0,True
280100405_,CKK10-025-016-1-K28,50.0,True
280100406_,CKK10-040-016-1-K28,30.0,True
280100407_,CKK10-040-025-1-K28,18.0,True
280100373_,CKK10-012-012-1-K34,120.0,True
280100374_,CKK10-015-010-1-K34,144.0,True
280100375_,CKK10-016-016-1-K34,84.0,True
280100376_,CKK10-020-010-1-K34,96.0,True
280100377_,CKK10-025-016-1-K34,50.0,True
280100378_,CKK10-040-016-1-K34,30.0,True
280100379_,CKK10-040-025-1-K34,18.0,True
280100418_,EL-KK10-100-040-1-K02,8.0,True
280100419_,EL-KK10-100-060-1-K02,8.0,True
280100408_,EL-KK10-012-012-1-K02,120.0,True
280100409_,EL-KK10-015-010-1-K02,144.0,True
280100336_,EL-KK10-016-016-1-K02,84.0,True
280100410_,EL-KK10-020-010-1-K02,96.0,True
280100337_,EL-KK10-025-016-1-K02,50.0,True
280100411_,EL-KK10-025-025-1-K02,32.0,True
280100412_,EL-KK10-040-016-1-K02,30.0,True
280100338_,EL-KK10-040-025-1-K02,24.0,True
280100413_,EL-KK10-040-040-1-K02,24.0,True
280100414_,EL-KK10-060-040-1-K02,18.0,True
280100415_,EL-KK10-060-060-1-K02,12.0,True
280100416_,EL-KK10-080-040-1-K02,10.0,True
280100417_,EL-KK10-080-060-1-K02,8.0,True
270300078_,CKM50-025-025-1-K03,100.0,True
270300079_,CKM50-025-040-1-K03,60.0,True
280100020_,CKM50-040-040-1-K03,36.0,True
270300105_,CKM50-040-060-1-K03,24.0,True
270300150_,CKM50-060-060-1-K03,16.0,True
270300200_,CKM50-060-040-1-K03,24.0,True
270300151_,CKM50-080-060-1-K03,16.0,True
270300153_,CKM50-100-060-1-K03,12.0,True
280200031_,CKMP10D-N-100-040-K01,11.0,True
280200032_,CKMP10D-N-100-060-K01,6.0,True
280200033_,CKMP10D-N-015-010-K01,1.0,True
280200034_,CKMP10D-N-016-016-K01,1.0,True
280200035_,CKMP10D-N-020-010-K01,1.0,True
280200087_,CKMP10D-N-025-016-K01,1.0,True
280200088_,CKMP10D-N-040-016-K01,1.0,True
280200108_,CKMP10D-N-040-025-K01,1.0,True
280200036_,CKMP10D-N-060-040-K01,1.0,True
280200109_,CKMP10D-V-100-040-K01,8.0,True
280200037_,CKMP10D-V-100-060-K01,5.0,True
280200085_,CKMP10D-V-015-010-K01,1.0,True
280200038_,CKMP10D-V-016-016-K01,1.0,True
280200039_,CKMP10D-V-020-010-K01,1.0,True
280200086_,CKMP10D-V-025-016-K01,1.0,True
280200040_,CKMP10D-V-040-016-K01,1.0,True
280200041_,CKMP10D-V-040-025-K01,1.0,True
280200042_,CKMP10D-V-060-040-K01,1.0,True
280200043_,CKMP10D-Z-100-040-K01,54.0,True
280200044_,CKMP10D-Z-100-060-K01,36.0,True
280200045_,CKMP10D-Z-015-010-K01,1.0,True
280200046_,CKMP10D-Z-016-016-K01,1.0,True
280200047_,CKMP10D-Z-020-010-K01,1.0,True
280200080_,CKMP10D-Z-025-016-K01,1.0,True
280200048_,CKMP10D-Z-040-016-K01,1.0,True
280200081_,CKMP10D-Z-040-025-K01,1.0,True
280200049_,CKMP10D-Z-060-040-K01,1.0,True
280200050_,CKMP10D-P-100-040-K01,6.0,True
280200051_,CKMP10D-P-100-060-K01,4.0,True
280200052_,CKMP10D-P-015-010-K01,1.0,True
280200053_,CKMP10D-P-016-016-K01,1.0,True
280200082_,CKMP10D-P-020-010-K01,1.0,True
280200054_,CKMP10D-P-025-016-K01,1.0,True
280200055_,CKMP10D-P-040-016-K01,1.0,True
280200056_,CKMP10D-P-040-025-K01,1.0,True
280200057_,CKMP10D-P-060-040-K01,1.0,True
280200058_,CKMP10D-S-100-040-K01,39.0,True
280200059_,CKMP10D-S-100-060-K01,26.0,True
280200060_,CKMP10D-S-015-010-K01,1.0,True
280200061_,CKMP10D-S-016-016-K01,1.0,True
280200062_,CKMP10D-S-020-010-K01,1.0,True
280200083_,CKMP10D-S-025-016-K01,1.0,True
280200063_,CKMP10D-S-040-016-K01,1.0,True
280200064_,CKMP10D-S-040-025-K01,1.0,True
280200065_,CKMP10D-S-060-040-K01,1.0,True
280200066_,CKMP10D-T-100-040-K01,6.0,True
280200067_,CKMP10D-T-100-060-K01,4.0,True
280200068_,CKMP10D-T-015-010-K01,1.0,True
280200069_,CKMP10D-T-016-016-K01,1.0,True
280200070_,CKMP10D-T-020-010-K01,1.0,True
280200084_,CKMP10D-T-025-016-K01,1.0,True
280200071_,CKMP10D-T-040-016-K01,1.0,True
280200072_,CKMP10D-T-040-025-K01,1.0,True
280200073_,CKMP10D-T-060-040-K01,1.0,True
280100116_,CKK-40D-W-080-040-K01,12.0,True
280200166_,CKK-40D-W-100-040-K01,12.0,True
280100117_,CKK-40D-X-080-040-K01,12.0,True
280200167_,CKK-40D-X-100-040-K01,12.0,True
280100120_,CKK-40D-VO2-K01,10.0,True
280100119_,CKK-40D-VD2-K01,10.0,True
280100118_,CKK-40D-Z-080-040-K01,12.0,True
ст-9948468,CKK-40D-Z-100-040-K01,12.0,True
280100141_,CKK-40D-P40-K01,160.0,True
280100125_,CKK-40D-P-080-040-K01,12.0,True
