sku,month,sales_qty_raw,sales_status,stock_qty_raw,stock_status,unit,is_complete_month,target_qty,stock_qty_model,lag_1,lag_2,lag_3,lag_6,lag_12,opening_stock_lag_1,history_calendar_months,history_observed_months,mean_3,observations_3,mean_6,observations_6,std_6,missing_share_6,zero_share_6,month_number,days_in_month,history_sufficient
010300001_,2025-12-01,4.0,observed,1.0,observed,шт,True,4.0,1.0,14.0,89.0,2.0,,19.0,15.0,23,21,35.0,3.0,22.0,5.0,37.795502377928514,0.16666666666666663,0.0,12,31,True
010300001_,2026-01-01,10.0,observed,76.0,observed,шт,True,10.0,76.0,4.0,14.0,89.0,2.0,28.0,1.0,24,22,35.666666666666664,3.0,19.0,6.0,34.59479729670345,0.0,0.0,1,31,True
010300001_,2026-02-01,10.0,observed,66.0,observed,шт,True,10.0,66.0,10.0,4.0,14.0,3.0,,76.0,25,23,9.333333333333334,3.0,20.333333333333332,6.0,33.95683534528309,0.0,0.0,2,28,True
010300001_,2026-03-01,,blank,55.0,observed,шт,True,,55.0,10.0,10.0,4.0,2.0,14.0,66.0,26,24,8.0,3.0,21.5,6.0,33.357158152336666,0.0,0.0,3,31,True
010300001_,2026-04-01,24.0,observed,75.0,observed,шт,True,24.0,75.0,,10.0,10.0,89.0,14.0,55.0,27,24,10.0,2.0,25.4,5.0,35.73233829460367,0.16666666666666663,0.0,4,30,True
010300001_,2026-05-01,,blank,55.0,observed,шт,True,,55.0,24.0,,10.0,14.0,72.0,75.0,28,25,17.0,2.0,12.4,5.0,7.402702209328702,0.16666666666666663,0.0,5,31,True
010300001_,2026-06-01,7.0,observed,64.0,observed,шт,True,7.0,64.0,,24.0,,4.0,,55.0,29,25,24.0,1.0,12.0,4.0,8.485281374238573,0.33333333333333337,0.0,6,30,True
010300001_,2026-07-01,,blank,57.0,observed,шт,True,,57.0,7.0,,24.0,10.0,2.0,64.0,30,26,15.5,2.0,12.75,4.0,7.632168761236878,0.33333333333333337,0.0,7,31,True
010300001_,2026-08-01,,blank,57.0,observed,шт,True,,57.0,,7.0,,10.0,3.0,57.0,31,26,7.0,1.0,13.666666666666666,3.0,9.073771725877473,0.5,0.0,8,31,True
010300001_,2026-09-01,15.0,observed,57.0,observed,шт,False,,,,,7.0,,2.0,57.0,32,26,7.0,1.0,15.5,2.0,12.020815280171322,0.6666666666666667,0.0,9,30,True
010300002_,2024-01-01,95.0,observed,513.0,observed,шт,True,95.0,513.0,,,,,,,0,0,,0.0,,0.0,,,,1,31,False
010300002_,2024-02-01,27.0,observed,425.0,observed,шт,True,27.0,425.0,95.0,,,,,513.0,1,1,95.0,1.0,95.0,1.0,,0.0,0.0,2,29,False
010300002_,2024-03-01,78.0,observed,518.0,observed,шт,True,78.0,518.0,27.0,95.0,,,,425.0,2,2,61.0,2.0,61.0,2.0,48.08326112068523,0.0,0.0,3,31,False
010300002_,2024-04-01,195.0,observed,386.0,observed,шт,True,195.0,386.0,78.0,27.0,95.0,,,518.0,3,3,66.66666666666667,3.0,66.66666666666667,3.0,35.388321990924254,0.0,0.0,4,30,True
010300002_,2024-05-01,407.0,observed,390.0,observed,шт,True,407.0,390.0,195.0,78.0,27.0,,,386.0,4,4,100.0,3.0,98.75,4.0,70.37222463443939,0.0,0.0,5,31,True
010300002_,2024-06-01,40.0,observed,,blank,шт,True,40.0,,407.0,195.0,78.0,,,390.0,5,5,226.66666666666666,3.0,160.4,5.0,150.72425153239274,0.0,0.0,6,30,True
010300002_,2024-07-01,492.0,observed,,blank,шт,True,492.0,,40.0,407.0,195.0,95.0,,,6,6,214.0,3.0,140.33333333333334,6.0,143.4930892644892,0.0,0.0,7,31,True
010300002_,2024-08-01,55.0,observed,,blank,шт,True,55.0,,492.0,40.0,407.0,27.0,,,7,7,313.0,3.0,206.5,6.0,199.14693068184607,0.0,0.0,8,31,True
010300002_,2024-09-01,311.0,observed,,blank,шт,True,311.0,,55.0,492.0,40.0,78.0,,,8,8,195.66666666666666,3.0,211.16666666666666,6.0,194.37017946862804,0.0,0.0,9,30,True
010300002_,2024-10-01,182.0,observed,241.0,observed,шт,True,182.0,241.0,311.0,55.0,492.0,195.0,,,9,9,286.0,3.0,250.0,6.0,185.51765414644507,0.0,0.0,10,31,True
010300002_,2024-11-01,703.0,observed,419.0,observed,шт,True,703.0,419.0,182.0,311.0,55.0,407.0,,241.0,10,10,182.66666666666666,3.0,247.83333333333334,6.0,186.36246045453112,0.0,0.0,11,30,True
010300002_,2024-12-01,442.0,observed,1.0,observed,шт,True,442.0,1.0,703.0,182.0,311.0,40.0,,419.0,11,11,398.6666666666667,3.0,297.1666666666667,6.0,261.1110236406473,0.0,0.0,12,31,True
010300002_,2025-01-01,366.0,observed,559.0,observed,шт,True,366.0,559.0,442.0,703.0,182.0,492.0,95.0,1.0,12,12,442.3333333333333,3.0,364.1666666666667,6.0,231.86324992690555,0.0,0.0,1,31,True
010300002_,2025-02-01,245.0,observed,313.0,observed,шт,True,245.0,313.0,366.0,442.0,703.0,55.0,27.0,559.0,13,13,503.6666666666667,3.0,343.1666666666667,6.0,223.5257628701145,0.0,0.0,2,28,True
010300002_,2025-03-01,499.0,observed,668.0,observed,шт,True,499.0,668.0,245.0,366.0,442.0,311.0,78.0,313.0,14,14,351.0,3.0,374.8333333333333,6.0,184.60706017557038,0.0,0.0,3,31,True
010300002_,2025-04-01,79.0,observed,359.0,observed,шт,True,79.0,359.0,499.0,245.0,366.0,182.0,195.0,668.0,15,15,370.0,3.0,406.1666666666667,6.0,187.53710743921232,0.0,0.0,4,30,True
010300002_,2025-05-01,331.0,observed,945.0,observed,шт,True,331.0,945.0,79.0,499.0,245.0,703.0,407.0,359.0,16,16,274.3333333333333,3.0,389.0,6.0,214.88136261667736,0.0,0.0,5,31,True
010300002_,2025-06-01,214.0,observed,631.0,observed,шт,True,214.0,631.0,331.0,79.0,499.0,442.0,40.0,945.0,17,17,303.0,3.0,327.0,6.0,150.04932522340778,0.0,0.0,6,30,True
010300002_,2025-07-01,185.0,observed,479.0,observed,шт,True,185.0,479.0,214.0,331.0,79.0,366.0,492.0,631.0,18,18,208.0,3.0,289.0,6.0,143.8429699359687,0.0,0.0,7,31,True
010300002_,2025-08-01,309.0,observed,998.0,observed,шт,True,309.0,998.0,185.0,214.0,331.0,245.0,55.0,479.0,19,19,243.33333333333334,3.0,258.8333333333333,6.0,143.4439495645134,0.0,0.0,8,31,True
010300002_,2025-09-01,204.0,observed,1089.0,observed,шт,True,204.0,1089.0,309.0,185.0,214.0,499.0,311.0,998.0,20,20,236.0,3.0,269.5,6.0,144.58457732413925,0.0,0.0,9,30,True
010300002_,2025-10-01,527.0,observed,1006.0,observed,шт,True,527.0,1006.0,204.0,309.0,185.0,79.0,182.0,1089.0,21,21,232.66666666666666,3.0,220.33333333333334,6.0,91.25714583892412,0.0,0.0,10,31,True
010300002_,2025-11-01,103.0,observed,959.0,observed,шт,True,103.0,959.0,527.0,204.0,309.0,331.0,703.0,1006.0,22,22,346.6666666666667,3.0,295.0,6.0,128.26379068154816,0.0,0.0,11,30,True
010300002_,2025-12-01,291.0,observed,977.0,observed,шт,True,291.0,977.0,103.0,527.0,204.0,214.0,442.0,959.0,23,23,278.0,3.0,257.0,6.0,147.75791010974675,0.0,0.0,12,31,True
010300002_,2026-01-01,5.0,observed,1016.0,observed,шт,True,5.0,1016.0,291.0,103.0,527.0,185.0,366.0,977.0,24,24,307.0,3.0,269.8333333333333,6.0,146.6157108452797,0.0,0.0,1,31,True
010300002_,2026-02-01,194.0,observed,987.0,observed,шт,True,194.0,987.0,5.0,291.0,103.0,309.0,245.0,1016.0,25,25,133.0,3.0,239.83333333333334,6.0,181.67048925641905,0.0,0.0,2,28,True
010300002_,2026-03-01,549.0,observed,823.0,observed,шт,True,549.0,823.0,194.0,5.0,291.0,204.0,499.0,987.0,26,26,163.33333333333334,3.0,220.66666666666666,6.0,178.95995827745008,0.0,0.0,3,31,True
010300002_,2026-04-01,37.0,observed,753.0,observed,шт,True,37.0,753.0,549.0,194.0,5.0,527.0,79.0,823.0,27,27,249.33333333333334,3.0,278.1666666666667,6.0,222.6301117698742,0.0,0.0,4,30,True
010300002_,2026-05-01,53.0,observed,796.0,observed,шт,True,53.0,796.0,37.0,549.0,194.0,103.0,331.0,753.0,28,28,260.0,3.0,196.5,6.0,202.0136134026616,0.0,0.0,5,31,True
010300002_,2026-06-01,71.0,observed,902.0,observed,шт,True,71.0,902.0,53.0,37.0,549.0,291.0,214.0,796.0,29,29,213.0,3.0,188.16666666666666,6.0,207.59616245650278,0.0,0.0,6,30,True
010300002_,2026-07-01,375.0,observed,786.0,observed,шт,True,375.0,786.0,71.0,53.0,37.0,5.0,185.0,902.0,30,30,53.666666666666664,3.0,151.5,6.0,205.21574013705683,0.0,0.0,7,31,True
010300002_,2026-08-01,84.0,observed,671.0,observed,шт,True,84.0,671.0,375.0,71.0,53.0,194.0,309.0,786.0,31,31,166.33333333333334,3.0,213.16666666666666,6.0,207.96193561963858,0.0,0.0,8,31,True
010300002_,2026-09-01,14.0,observed,709.0,observed,шт,False,,,84.0,375.0,71.0,549.0,204.0,671.0,32,32,176.66666666666666,3.0,194.83333333333334,6.0,214.72812267299014,0.0,0.0,9,30,True
010300003_,2024-01-01,162.0,observed,301.0,observed,шт,True,162.0,301.0,,,,,,,0,0,,0.0,,0.0,,,,1,31,False
010300003_,2024-02-01,55.0,observed,183.0,observed,шт,True,55.0,183.0,162.0,,,,,301.0,1,1,162.0,1.0,162.0,1.0,,0.0,0.0,2,29,False
010300003_,2024-03-01,73.0,observed,248.0,observed,шт,True,73.0,248.0,55.0,162.0,,,,183.0,2,2,108.5,2.0,108.5,2.0,75.66042558696059,0.0,0.0,3,31,False
010300003_,2024-04-01,55.0,observed,218.0,observed,шт,True,55.0,218.0,73.0,55.0,162.0,,,248.0,3,3,96.66666666666667,3.0,96.66666666666667,3.0,57.29165151514951,0.0,0.0,4,30,True
010300003_,2024-05-01,148.0,observed,274.0,observed,шт,True,148.0,274.0,55.0,73.0,55.0,,,218.0,4,4,61.0,3.0,86.25,4.0,51.20790954530364,0.0,0.0,5,31,True
010300003_,2024-06-01,165.0,observed,128.0,observed,шт,True,165.0,128.0,148.0,55.0,73.0,,,274.0,5,5,92.0,3.0,98.6,5.0,52.24270283972682,0.0,0.0,6,30,True
010300003_,2024-07-01,175.0,observed,284.0,observed,шт,True,175.0,284.0,165.0,148.0,55.0,162.0,,128.0,6,6,122.66666666666667,3.0,109.66666666666667,6.0,54.020983577371744,0.0,0.0,7,31,True
010300003_,2024-08-01,250.0,observed,142.0,observed,шт,True,250.0,142.0,175.0,165.0,148.0,55.0,,284.0,7,7,162.66666666666666,3.0,111.83333333333333,6.0,56.73241284016278,0.0,0.0,8,31,True
010300003_,2024-09-01,101.0,observed,92.0,observed,шт,True,101.0,92.0,250.0,175.0,165.0,73.0,,142.0,8,8,196.66666666666666,3.0,144.33333333333334,6.0,71.575601056971,0.0,0.0,9,30,True
010300003_,2024-10-01,26.0,observed,185.0,observed,шт,True,26.0,185.0,101.0,250.0,175.0,55.0,,92.0,9,9,175.33333333333334,3.0,149.0,6.0,66.74428814512895,0.0,0.0,10,31,True
010300003_,2024-11-01,109.0,observed,562.0,observed,шт,True,109.0,562.0,26.0,101.0,250.0,148.0,,185.0,10,10,125.66666666666667,3.0,144.16666666666666,6.0,75.40137045615727,0.0,0.0,11,30,True
010300003_,2024-12-01,362.0,observed,380.0,observed,шт,True,362.0,380.0,109.0,26.0,101.0,165.0,,562.0,11,11,78.66666666666667,3.0,137.66666666666666,6.0,76.67507200300933,0.0,0.0,12,31,True
010300003_,2025-01-01,237.0,observed,219.0,observed,шт,True,237.0,219.0,362.0,109.0,26.0,175.0,162.0,380.0,12,12,165.66666666666666,3.0,170.5,6.0,120.42051320269317,0.0,0.0,1,31,True
010300003_,2025-02-01,101.0,observed,143.0,observed,шт,True,101.0,143.0,237.0,362.0,109.0,250.0,55.0,219.0,13,13,236.0,3.0,180.83333333333334,6.0,123.50452083493407,0.0,0.0,2,28,True
010300003_,2025-03-01,55.0,observed,413.0,observed,шт,True,55.0,413.0,101.0,237.0,362.0,101.0,73.0,143.0,14,14,233.33333333333334,3.0,156.0,6.0,121.78341430588976,0.0,0.0,3,31,True
010300003_,2025-04-01,125.0,observed,321.0,observed,шт,True,125.0,321.0,55.0,101.0,237.0,26.0,55.0,413.0,15,15,131.0,3.0,148.33333333333334,6.0,127.26298231090871,0.0,0.0,4,30,True
010300003_,2025-05-01,21.0,observed,422.0,observed,шт,True,21.0,422.0,125.0,55.0,101.0,109.0,148.0,321.0,16,16,93.66666666666667,3.0,164.83333333333334,6.0,113.95159791186197,0.0,0.0,5,31,True
010300003_,2025-06-01,98.0,observed,402.0,observed,шт,True,98.0,402.0,21.0,125.0,55.0,362.0,165.0,422.0,17,17,67.0,3.0,150.16666666666666,6.0,127.4400512659449,0.0,0.0,6,30,True
010300003_,2025-07-01,19.0,observed,305.0,observed,шт,True,19.0,305.0,98.0,21.0,125.0,237.0,175.0,402.0,18,18,81.33333333333333,3.0,106.16666666666667,6.0,74.07676198826903,0.0,0.0,7,31,True
010300003_,2025-08-01,153.0,observed,526.0,observed,шт,True,153.0,526.0,19.0,98.0,21.0,101.0,250.0,305.0,19,19,46.0,3.0,69.83333333333333,6.0,44.71427810740832,0.0,0.0,8,31,True
010300003_,2025-09-01,74.0,observed,372.0,observed,шт,True,74.0,372.0,153.0,19.0,98.0,55.0,101.0,526.0,20,20,90.0,3.0,78.5,6.0,55.66237508407262,0.0,0.0,9,30,True
010300003_,2025-10-01,195.0,observed,360.0,observed,шт,True,195.0,360.0,74.0,153.0,19.0,125.0,26.0,372.0,21,21,82.0,3.0,81.66666666666667,6.0,54.58815500332151,0.0,0.0,10,31,True
010300003_,2025-11-01,153.0,observed,413.0,observed,шт,True,153.0,413.0,195.0,74.0,153.0,21.0,109.0,360.0,22,22,140.66666666666666,3.0,93.33333333333333,6.0,70.7804116028344,0.0,0.0,11,30,True
010300003_,2025-12-01,80.0,observed,341.0,observed,шт,True,80.0,341.0,153.0,195.0,74.0,98.0,362.0,413.0,23,23,140.66666666666666,3.0,115.33333333333333,6.0,63.98958248548476,0.0,0.0,12,31,True
010300003_,2026-01-01,55.0,observed,423.0,observed,шт,True,55.0,423.0,80.0,153.0,195.0,19.0,237.0,341.0,24,24,142.66666666666666,3.0,112.33333333333333,6.0,65.37175740843027,0.0,0.0,1,31,True
010300003_,2026-02-01,47.0,observed,487.0,observed,шт,True,47.0,487.0,55.0,80.0,153.0,153.0,101.0,423.0,25,25,96.0,3.0,118.33333333333333,6.0,56.08446011745729,0.0,0.0,2,28,True
010300003_,2026-03-01,199.0,observed,364.0,observed,шт,True,199.0,364.0,47.0,55.0,80.0,74.0,55.0,487.0,26,26,60.666666666666664,3.0,100.66666666666667,6.0,59.56732885287586,0.0,0.0,3,31,True
010300003_,2026-04-01,22.0,observed,109.0,observed,шт,True,22.0,109.0,199.0,47.0,55.0,195.0,125.0,364.0,27,27,100.33333333333333,3.0,121.5,6.0,69.41973782722023,0.0,0.0,4,30,True
010300003_,2026-05-01,5.0,observed,327.0,observed,шт,True,5.0,327.0,22.0,199.0,47.0,153.0,21.0,109.0,28,28,89.33333333333333,3.0,92.66666666666667,6.0,68.71001867753098,0.0,0.0,5,31,True
010300003_,2026-06-01,268.0,observed,322.0,observed,шт,True,268.0,322.0,5.0,22.0,199.0,80.0,98.0,327.0,29,29,75.33333333333333,3.0,68.0,6.0,69.28203230275501,0.0,0.0,6,30,True
010300003_,2026-07-01,151.0,observed,279.0,observed,шт,True,151.0,279.0,268.0,5.0,22.0,55.0,19.0,322.0,30,30,98.33333333333333,3.0,99.33333333333333,6.0,107.67110413972105,0.0,0.0,7,31,True
010300003_,2026-08-01,6.0,observed,557.0,observed,шт,True,6.0,557.0,151.0,268.0,5.0,47.0,153.0,279.0,31,31,141.33333333333334,3.0,115.33333333333333,6.0,106.89558768567886,0.0,0.0,8,31,True
010300003_,2026-09-01,34.0,observed,531.0,observed,шт,False,,,6.0,151.0,268.0,199.0,74.0,557.0,32,32,141.66666666666666,3.0,108.5,6.0,113.25855376085282,0.0,0.0,9,30,True
010300004_,2024-01-01,18.0,observed,29.0,observed,шт,True,18.0,29.0,,,,,,,0,0,,0.0,,0.0,,,,1,31,False
010300004_,2024-02-01,7.0,observed,27.0,observed,шт,True,7.0,27.0,18.0,,,,,29.0,1,1,18.0,1.0,18.0,1.0,,0.0,0.0,2,29,False
010300004_,2024-03-01,5.0,observed,60.0,observed,шт,True,5.0,60.0,7.0,18.0,,,,27.0,2,2,12.5,2.0,12.5,2.0,7.7781745930520225,0.0,0.0,3,31,False
010300004_,2024-04-01,28.0,observed,34.0,observed,шт,True,28.0,34.0,5.0,7.0,18.0,,,60.0,3,3,10.0,3.0,10.0,3.0,7.0,0.0,0.0,4,30,True
010300004_,2024-05-01,37.0,observed,39.0,observed,шт,True,37.0,39.0,28.0,5.0,7.0,,,34.0,4,4,13.333333333333334,3.0,14.5,4.0,10.661457061146317,0.0,0.0,5,31,True
010300004_,2024-06-01,9.0,observed,16.0,observed,шт,True,9.0,16.0,37.0,28.0,5.0,,,39.0,5,5,23.333333333333332,3.0,19.0,5.0,13.656500283747663,0.0,0.0,6,30,True
010300004_,2024-07-01,207.0,observed,52.0,observed,шт,True,207.0,52.0,9.0,37.0,28.0,18.0,,16.0,6,6,24.666666666666668,3.0,17.333333333333332,6.0,12.878923350446133,0.0,0.0,7,31,True
010300004_,2024-08-01,1.0,observed,,blank,шт,True,1.0,,207.0,9.0,37.0,7.0,,52.0,7,7,84.33333333333333,3.0,48.833333333333336,6.0,78.5478622666885,0.0,0.0,8,31,True
010300004_,2024-09-01,6.0,observed,79.0,observed,шт,True,6.0,79.0,1.0,207.0,9.0,5.0,,,8,8,72.33333333333333,3.0,47.833333333333336,6.0,79.22226118122775,0.0,0.0,9,30,True
010300004_,2024-10-01,5.0,observed,114.0,observed,шт,True,5.0,114.0,6.0,1.0,207.0,28.0,,79.0,9,9,71.33333333333333,3.0,48.0,6.0,79.11510601648713,0.0,0.0,10,31,True
