sku,month,sales_qty_raw,sales_status,transactions_signed_qty,transactions_positive_qty,transaction_unknown_qty_rows,comparable,matches_signed,matches_positive,difference_signed
010300004_,2026-05-01,7.0,observed,7.0,7.0,0.0,True,True,True,0.0
010300004_,2026-06-01,2.0,observed,2.0,2.0,0.0,True,True,True,0.0
010300004_,2026-07-01,12.0,observed,17.0,17.0,0.0,True,False,False,5.0
010300004_,2026-08-01,13.0,observed,13.0,13.0,0.0,True,True,True,0.0
010300005_,2024-01-01,15.0,observed,,,,False,False,False,
010300005_,2024-02-01,10.0,observed,,,,False,False,False,
010300005_,2024-03-01,17.0,observed,,,,False,False,False,
010300005_,2024-04-01,2.0,observed,,,,False,False,False,
010300005_,2024-05-01,56.0,observed,,,,False,False,False,
010300005_,2024-06-01,6.0,observed,,,,False,False,False,
010300005_,2024-07-01,9.0,observed,,,,False,False,False,
010300005_,2024-08-01,9.0,observed,,,,False,False,False,
010300005_,2024-09-01,54.0,observed,,,,False,False,False,
010300005_,2024-10-01,2.0,observed,,,,False,False,False,
010300005_,2024-11-01,64.0,observed,,,,False,False,False,
010300005_,2024-12-01,107.0,observed,,,,False,False,False,
010300005_,2025-01-01,45.0,observed,41.0,41.0,0.0,True,False,False,-4.0
010300005_,2025-02-01,19.0,observed,19.0,19.0,0.0,True,True,True,0.0
010300005_,2025-03-01,11.0,observed,11.0,11.0,0.0,True,True,True,0.0
010300005_,2025-04-01,1.0,observed,,,,False,False,False,
010300005_,2025-05-01,91.0,observed,91.0,91.0,0.0,True,True,True,0.0
010300005_,2025-06-01,40.0,observed,40.0,40.0,0.0,True,True,True,0.0
010300005_,2025-07-01,5.0,observed,5.0,5.0,0.0,True,True,True,0.0
010300005_,2025-08-01,78.0,observed,75.0,75.0,0.0,True,False,False,-3.0
010300005_,2025-09-01,3.0,observed,,,,False,False,False,
010300005_,2025-10-01,91.0,observed,87.0,87.0,0.0,True,False,False,-4.0
010300005_,2025-11-01,151.0,observed,148.0,148.0,0.0,True,False,False,-3.0
010300005_,2025-12-01,336.0,observed,336.0,336.0,0.0,True,True,True,0.0
010300005_,2026-01-01,10.0,observed,7.0,7.0,0.0,True,False,False,-3.0
010300005_,2026-02-01,25.0,observed,25.0,25.0,0.0,True,True,True,0.0
010300005_,2026-03-01,3.0,observed,3.0,3.0,0.0,True,True,True,0.0
010300005_,2026-04-01,84.0,observed,84.0,84.0,0.0,True,True,True,0.0
010300005_,2026-05-01,2.0,observed,2.0,2.0,0.0,True,True,True,0.0
010300005_,2026-06-01,8.0,observed,8.0,8.0,0.0,True,True,True,0.0
010300005_,2026-07-01,138.0,observed,138.0,138.0,0.0,True,True,True,0.0
010300005_,2026-08-01,94.0,observed,93.0,93.0,0.0,True,False,False,-1.0
010300006_,2024-01-01,56.0,observed,,,,False,False,False,
010300006_,2024-02-01,7.0,observed,,,,False,False,False,
010300006_,2024-03-01,71.0,observed,,,,False,False,False,
010300006_,2024-04-01,5.0,observed,,,,False,False,False,
010300006_,2024-05-01,177.0,observed,,,,False,False,False,
010300006_,2024-06-01,84.0,observed,,,,False,False,False,
010300006_,2024-07-01,142.0,observed,,,,False,False,False,
010300006_,2024-08-01,63.0,observed,,,,False,False,False,
010300006_,2024-09-01,163.0,observed,,,,False,False,False,
010300006_,2024-10-01,148.0,observed,,,,False,False,False,
010300006_,2024-11-01,82.0,observed,,,,False,False,False,
010300006_,2024-12-01,20.0,observed,,,,False,False,False,
010300006_,2025-01-01,3.0,observed,2.0,2.0,0.0,True,False,False,-1.0
010300006_,2025-02-01,9.0,observed,7.0,7.0,0.0,True,False,False,-2.0
010300006_,2025-03-01,72.0,observed,69.0,69.0,0.0,True,False,False,-3.0
010300006_,2025-04-01,173.0,observed,293.0,293.0,0.0,True,False,False,120.0
010300006_,2025-05-01,22.0,observed,20.0,20.0,0.0,True,False,False,-2.0
010300006_,2025-06-01,26.0,observed,25.0,25.0,0.0,True,False,False,-1.0
010300006_,2025-07-01,159.0,observed,159.0,159.0,0.0,True,True,True,0.0
010300006_,2025-08-01,226.0,observed,226.0,226.0,0.0,True,True,True,0.0
010300006_,2025-09-01,20.0,observed,19.0,19.0,0.0,True,False,False,-1.0
010300006_,2025-10-01,156.0,observed,155.0,155.0,0.0,True,False,False,-1.0
010300006_,2025-11-01,215.0,observed,214.0,214.0,0.0,True,False,False,-1.0
010300006_,2025-12-01,12.0,observed,10.0,10.0,0.0,True,False,False,-2.0
010300006_,2026-01-01,71.0,observed,71.0,71.0,0.0,True,True,True,0.0
010300006_,2026-02-01,41.0,observed,41.0,41.0,0.0,True,True,True,0.0
010300006_,2026-03-01,212.0,observed,211.0,211.0,0.0,True,False,False,-1.0
010300006_,2026-04-01,1596.0,observed,1596.0,1596.0,0.0,True,True,True,0.0
010300006_,2026-05-01,1.0,observed,1.0,1.0,0.0,True,True,True,0.0
010300006_,2026-06-01,191.0,observed,191.0,191.0,0.0,True,True,True,0.0
010300006_,2026-07-01,68.0,observed,68.0,68.0,0.0,True,True,True,0.0
010300006_,2026-08-01,89.0,observed,79.0,79.0,0.0,True,False,False,-10.0
010300007_,2024-01-01,7.0,observed,,,,False,False,False,
010300007_,2024-02-01,11.0,observed,,,,False,False,False,
010300007_,2024-03-01,4.0,observed,,,,False,False,False,
010300007_,2024-04-01,2.0,observed,,,,False,False,False,
010300007_,2024-05-01,40.0,observed,,,,False,False,False,
010300007_,2024-06-01,9.0,observed,,,,False,False,False,
010300007_,2024-07-01,14.0,observed,,,,False,False,False,
010300007_,2024-08-01,25.0,observed,,,,False,False,False,
010300007_,2024-09-01,7.0,observed,,,,False,False,False,
010300007_,2024-10-01,14.0,observed,,,,False,False,False,
010300007_,2024-11-01,20.0,observed,,,,False,False,False,
010300007_,2024-12-01,6.0,observed,,,,False,False,False,
010300007_,2025-01-01,11.0,observed,9.0,9.0,0.0,True,False,False,-2.0
010300007_,2025-02-01,8.0,observed,8.0,8.0,0.0,True,True,True,0.0
010300007_,2025-03-01,21.0,observed,21.0,21.0,0.0,True,True,True,0.0
010300007_,2025-04-01,21.0,observed,18.0,18.0,0.0,True,False,False,-3.0
010300007_,2025-05-01,17.0,observed,18.0,18.0,0.0,True,False,False,1.0
010300007_,2025-06-01,18.0,observed,14.0,14.0,0.0,True,False,False,-4.0
010300007_,2025-07-01,16.0,observed,13.0,13.0,0.0,True,False,False,-3.0
010300007_,2025-08-01,10.0,observed,8.0,8.0,0.0,True,False,False,-2.0
010300007_,2025-09-01,34.0,observed,34.0,34.0,0.0,True,True,True,0.0
010300007_,2025-10-01,7.0,observed,4.0,4.0,0.0,True,False,False,-3.0
010300007_,2025-11-01,9.0,observed,2.0,2.0,1.0,False,False,False,-7.0
010300007_,2025-12-01,16.0,observed,18.0,18.0,0.0,True,False,False,2.0
010300007_,2026-01-01,24.0,observed,24.0,24.0,0.0,True,True,True,0.0
010300007_,2026-02-01,19.0,observed,19.0,19.0,0.0,True,True,True,0.0
010300007_,2026-03-01,57.0,observed,56.0,56.0,0.0,True,False,False,-1.0
010300007_,2026-04-01,55.0,observed,53.0,53.0,0.0,True,False,False,-2.0
010300007_,2026-05-01,29.0,observed,31.0,31.0,0.0,True,False,False,2.0
010300007_,2026-06-01,51.0,observed,51.0,51.0,0.0,True,True,True,0.0
010300007_,2026-07-01,23.0,observed,23.0,23.0,0.0,True,True,True,0.0
010300007_,2026-08-01,88.0,observed,77.0,77.0,0.0,True,False,False,-11.0
010300008_,2024-01-01,6.0,observed,,,,False,False,False,
010300008_,2024-02-01,,blank,,,,False,False,False,
010300008_,2024-03-01,13.0,observed,,,,False,False,False,
010300008_,2024-04-01,6.0,observed,,,,False,False,False,
010300008_,2024-05-01,34.0,observed,,,,False,False,False,
010300008_,2024-06-01,10.0,observed,,,,False,False,False,
010300008_,2024-07-01,11.0,observed,,,,False,False,False,
010300008_,2024-08-01,18.0,observed,,,,False,False,False,
010300008_,2024-09-01,34.0,observed,,,,False,False,False,
010300008_,2024-10-01,20.0,observed,,,,False,False,False,
010300008_,2024-11-01,9.0,observed,,,,False,False,False,
010300008_,2024-12-01,19.0,observed,,,,False,False,False,
010300008_,2025-01-01,26.0,observed,26.0,26.0,0.0,True,True,True,0.0
010300008_,2025-02-01,24.0,observed,24.0,24.0,0.0,True,True,True,0.0
010300008_,2025-03-01,20.0,observed,20.0,20.0,0.0,True,True,True,0.0
010300008_,2025-04-01,10.0,observed,8.0,8.0,0.0,True,False,False,-2.0
010300008_,2025-05-01,9.0,observed,8.0,8.0,0.0,True,False,False,-1.0
010300008_,2025-06-01,24.0,observed,24.0,24.0,0.0,True,True,True,0.0
010300008_,2025-07-01,14.0,observed,14.0,14.0,0.0,True,True,True,0.0
010300008_,2025-08-01,18.0,observed,18.0,18.0,0.0,True,True,True,0.0
010300008_,2025-09-01,13.0,observed,13.0,13.0,0.0,True,True,True,0.0
010300008_,2025-10-01,17.0,observed,17.0,17.0,0.0,True,True,True,0.0
010300008_,2025-11-01,3.0,observed,3.0,3.0,0.0,True,True,True,0.0
010300008_,2025-12-01,13.0,observed,13.0,13.0,0.0,True,True,True,0.0
010300008_,2026-01-01,4.0,observed,2.0,2.0,0.0,True,False,False,-2.0
010300008_,2026-02-01,11.0,observed,11.0,11.0,0.0,True,True,True,0.0
010300008_,2026-03-01,16.0,observed,16.0,16.0,0.0,True,True,True,0.0
010300008_,2026-04-01,33.0,observed,33.0,33.0,0.0,True,True,True,0.0
010300008_,2026-05-01,6.0,observed,6.0,6.0,0.0,True,True,True,0.0
010300008_,2026-06-01,26.0,observed,26.0,26.0,0.0,True,True,True,0.0
010300008_,2026-07-01,11.0,observed,11.0,11.0,0.0,True,True,True,0.0
010300008_,2026-08-01,48.0,observed,48.0,48.0,0.0,True,True,True,0.0
010300009_,2024-01-01,10.0,observed,,,,False,False,False,
010300009_,2024-02-01,3.0,observed,,,,False,False,False,
010300009_,2024-03-01,24.0,observed,,,,False,False,False,
010300009_,2024-04-01,18.0,observed,,,,False,False,False,
010300009_,2024-05-01,31.0,observed,,,,False,False,False,
010300009_,2024-06-01,42.0,observed,,,,False,False,False,
010300009_,2024-07-01,20.0,observed,,,,False,False,False,
010300009_,2024-08-01,30.0,observed,,,,False,False,False,
010300009_,2024-09-01,11.0,observed,,,,False,False,False,
010300009_,2024-10-01,62.0,observed,,,,False,False,False,
010300009_,2024-11-01,109.0,observed,,,,False,False,False,
010300009_,2024-12-01,37.0,observed,,,,False,False,False,
010300009_,2025-01-01,5.0,observed,5.0,5.0,0.0,True,True,True,0.0
010300009_,2025-02-01,23.0,observed,22.0,22.0,0.0,True,False,False,-1.0
010300009_,2025-03-01,26.0,observed,26.0,26.0,0.0,True,True,True,0.0
010300009_,2025-04-01,98.0,observed,91.0,91.0,0.0,True,False,False,-7.0
010300009_,2025-05-01,34.0,observed,35.0,35.0,0.0,True,False,False,1.0
010300009_,2025-06-01,14.0,observed,10.0,10.0,0.0,True,False,False,-4.0
010300009_,2025-07-01,42.0,observed,41.0,41.0,0.0,True,False,False,-1.0
010300009_,2025-08-01,8.0,observed,8.0,8.0,0.0,True,True,True,0.0
010300009_,2025-09-01,11.0,observed,10.0,10.0,0.0,True,False,False,-1.0
010300009_,2025-10-01,36.0,observed,32.0,32.0,0.0,True,False,False,-4.0
010300009_,2025-11-01,42.0,observed,42.0,42.0,0.0,True,True,True,0.0
010300009_,2025-12-01,22.0,observed,22.0,22.0,0.0,True,True,True,0.0
010300009_,2026-01-01,13.0,observed,11.0,11.0,0.0,True,False,False,-2.0
010300009_,2026-02-01,12.0,observed,13.0,13.0,0.0,True,False,False,1.0
010300009_,2026-03-01,7.0,observed,7.0,7.0,0.0,True,True,True,0.0
010300009_,2026-04-01,9.0,observed,8.0,8.0,0.0,True,False,False,-1.0
010300009_,2026-05-01,7.0,observed,7.0,7.0,0.0,True,True,True,0.0
010300009_,2026-06-01,16.0,observed,16.0,16.0,0.0,True,True,True,0.0
010300009_,2026-07-01,34.0,observed,34.0,34.0,0.0,True,True,True,0.0
010300009_,2026-08-01,35.0,observed,35.0,35.0,0.0,True,True,True,0.0
010300010_,2024-01-01,19.0,observed,,,,False,False,False,
010300010_,2024-02-01,14.0,observed,,,,False,False,False,
010300010_,2024-03-01,11.0,observed,,,,False,False,False,
010300010_,2024-04-01,28.0,observed,,,,False,False,False,
010300010_,2024-05-01,20.0,observed,,,,False,False,False,
010300010_,2024-06-01,8.0,observed,,,,False,False,False,
010300010_,2024-07-01,20.0,observed,,,,False,False,False,
010300010_,2024-08-01,11.0,observed,,,,False,False,False,
010300010_,2024-09-01,16.0,observed,,,,False,False,False,
010300010_,2024-10-01,8.0,observed,,,,False,False,False,
010300010_,2024-11-01,79.0,observed,,,,False,False,False,
010300010_,2024-12-01,38.0,observed,,,,False,False,False,
010300010_,2025-01-01,17.0,observed,8.0,8.0,0.0,True,False,False,-9.0
010300010_,2025-02-01,17.0,observed,8.0,8.0,0.0,True,False,False,-9.0
010300010_,2025-03-01,19.0,observed,16.0,16.0,0.0,True,False,False,-3.0
010300010_,2025-04-01,66.0,observed,63.0,63.0,0.0,True,False,False,-3.0
010300010_,2025-05-01,2.0,observed,,,,False,False,False,
010300010_,2025-06-01,29.0,observed,29.0,29.0,0.0,True,True,True,0.0
010300010_,2025-07-01,11.0,observed,10.0,10.0,0.0,True,False,False,-1.0
010300010_,2025-08-01,24.0,observed,19.0,19.0,0.0,True,False,False,-5.0
010300010_,2025-09-01,11.0,observed,4.0,4.0,0.0,True,False,False,-7.0
010300010_,2025-10-01,20.0,observed,18.0,18.0,0.0,True,False,False,-2.0
010300010_,2025-11-01,21.0,observed,19.0,19.0,0.0,True,False,False,-2.0
010300010_,2025-12-01,6.0,observed,4.0,4.0,0.0,True,False,False,-2.0
010300010_,2026-01-01,38.0,observed,35.0,35.0,0.0,True,False,False,-3.0
010300010_,2026-02-01,2.0,observed,41.0,41.0,0.0,True,False,False,39.0
010300010_,2026-03-01,41.0,observed,40.0,40.0,0.0,True,False,False,-1.0
010300010_,2026-04-01,41.0,observed,38.0,38.0,0.0,True,False,False,-3.0
010300010_,2026-05-01,2.0,observed,5.0,5.0,0.0,True,False,False,3.0
010300010_,2026-06-01,22.0,observed,22.0,22.0,0.0,True,True,True,0.0
010300010_,2026-07-01,8.0,observed,8.0,8.0,0.0,True,True,True,0.0
010300010_,2026-08-01,25.0,observed,24.0,24.0,0.0,True,False,False,-1.0
010300011_,2024-01-01,15.0,observed,,,,False,False,False,
010300011_,2024-02-01,21.0,observed,,,,False,False,False,
010300011_,2024-03-01,6.0,observed,,,,False,False,False,
010300011_,2024-04-01,19.0,observed,,,,False,False,False,
010300011_,2024-05-01,27.0,observed,,,,False,False,False,
010300011_,2024-06-01,12.0,observed,,,,False,False,False,
010300011_,2024-07-01,2.0,observed,,,,False,False,False,
010300011_,2024-08-01,,blank,,,,False,False,False,
010300011_,2024-09-01,11.0,observed,,,,False,False,False,
010300011_,2024-10-01,118.0,observed,,,,False,False,False,
010300011_,2024-11-01,25.0,observed,,,,False,False,False,
010300011_,2024-12-01,15.0,observed,,,,False,False,False,
010300011_,2025-01-01,12.0,observed,8.0,8.0,0.0,True,False,False,-4.0
010300011_,2025-02-01,45.0,observed,40.0,40.0,0.0,True,False,False,-5.0
010300011_,2025-03-01,31.0,observed,30.0,30.0,0.0,True,False,False,-1.0
010300011_,2025-04-01,12.0,observed,5.0,5.0,0.0,True,False,False,-7.0
010300011_,2025-05-01,16.0,observed,10.0,10.0,0.0,True,False,False,-6.0
010300011_,2025-06-01,100.0,observed,97.0,97.0,0.0,True,False,False,-3.0
010300011_,2025-07-01,23.0,observed,21.0,21.0,0.0,True,False,False,-2.0
010300011_,2025-08-01,14.0,observed,13.0,13.0,0.0,True,False,False,-1.0
010300011_,2025-09-01,21.0,observed,19.0,19.0,0.0,True,False,False,-2.0
010300011_,2025-10-01,94.0,observed,94.0,94.0,0.0,True,True,True,0.0
010300011_,2025-11-01,18.0,observed,18.0,18.0,0.0,True,True,True,0.0
010300011_,2025-12-01,16.0,observed,14.0,14.0,0.0,True,False,False,-2.0
010300011_,2026-01-01,14.0,observed,14.0,14.0,0.0,True,True,True,0.0
010300011_,2026-02-01,10.0,observed,9.0,9.0,0.0,True,False,False,-1.0
010300011_,2026-03-01,28.0,observed,28.0,28.0,0.0,True,True,True,0.0
010300011_,2026-04-01,14.0,observed,14.0,14.0,0.0,True,True,True,0.0
010300011_,2026-05-01,30.0,observed,28.0,28.0,0.0,True,False,False,-2.0
010300011_,2026-06-01,5.0,observed,5.0,5.0,0.0,True,True,True,0.0
010300011_,2026-07-01,10.0,observed,13.0,13.0,0.0,True,False,False,3.0
010300011_,2026-08-01,33.0,observed,36.0,36.0,0.0,True,False,False,3.0
010300012_,2024-01-01,4.0,observed,,,,False,False,False,
010300012_,2024-02-01,2.0,observed,,,,False,False,False,
010300012_,2024-03-01,2.0,observed,,,,False,False,False,
010300012_,2024-04-01,20.0,observed,,,,False,False,False,
010300012_,2024-05-01,2.0,observed,,,,False,False,False,
010300012_,2024-06-01,12.0,observed,,,,False,False,False,
010300012_,2024-07-01,5.0,observed,,,,False,False,False,
010300012_,2024-08-01,1.0,observed,,,,False,False,False,
010300012_,2024-09-01,1.0,observed,,,,False,False,False,
010300012_,2024-10-01,13.0,observed,,,,False,False,False,
010300012_,2024-11-01,9.0,observed,,,,False,False,False,
010300012_,2024-12-01,7.0,observed,,,,False,False,False,
010300012_,2025-01-01,22.0,observed,15.0,15.0,0.0,True,False,False,-7.0
010300012_,2025-02-01,9.0,observed,5.0,5.0,0.0,True,False,False,-4.0
010300012_,2025-03-01,8.0,observed,8.0,8.0,0.0,True,True,True,0.0
010300012_,2025-04-01,,blank,,,,False,False,False,
010300012_,2025-05-01,1.0,observed,1.0,1.0,0.0,True,True,True,0.0
010300012_,2025-06-01,29.0,observed,29.0,29.0,0.0,True,True,True,0.0
010300012_,2025-07-01,2.0,observed,2.0,2.0,0.0,True,True,True,0.0
010300012_,2025-08-01,,blank,,,,False,False,False,
010300012_,2025-09-01,10.0,observed,9.0,9.0,0.0,True,False,False,-1.0
010300012_,2025-10-01,14.0,observed,14.0,14.0,0.0,True,True,True,0.0
010300012_,2025-11-01,,blank,,,,False,False,False,
010300012_,2025-12-01,19.0,observed,19.0,19.0,0.0,True,True,True,0.0
010300012_,2026-01-01,3.0,observed,3.0,3.0,0.0,True,True,True,0.0
010300012_,2026-02-01,3.0,observed,3.0,3.0,0.0,True,True,True,0.0
010300012_,2026-03-01,,blank,,,,False,False,False,
010300012_,2026-04-01,4.0,observed,4.0,4.0,0.0,True,True,True,0.0
010300012_,2026-05-01,42.0,observed,42.0,42.0,0.0,True,True,True,0.0
010300012_,2026-06-01,23.0,observed,23.0,23.0,0.0,True,True,True,0.0
